,mean_r,mean_g,mean_b,std_r,std_g,std_b,var_r,var_g,var_b,skew_r,skew_g,skew_b,kurtosis_r,kurtosis_g,kurtosis_b,class
3064,30.60253906,74.140625,80.82226563,8.265328645,11.92283744,11.96094117,68.31565762,142.1540527,143.0641136,-0.876293086,-0.881400955,-1.28975289,0.966357802,1.946347985,3.095051616,1
3065,30.70703125,77.22460938,81.66015625,10.06919951,15.71108597,16.25017231,101.3887787,246.8382225,264.0681,-1.00623377,-1.264662782,-1.33740095,0.940267,2.041592417,2.243135115,1
3066,34.96777344,75.55371094,78.03222656,11.18706077,16.40023836,17.72070471,125.1503286,268.9678183,314.0233755,-1.108151565,-1.697156295,-1.612124289,1.491141687,3.480925963,3.391544203,1
3067,29.93261719,74.17480469,77.97949219,6.723642883,9.779787728,9.410068231,45.20737362,95.64424801,88.54938412,-0.313939744,-0.570961104,-0.775335914,0.282192487,0.645439568,1.175367986,1
3068,30.24414063,82.05175781,76.96777344,8.783249597,12.3540802,11.96274884,77.14547348,152.6232977,143.1073599,-0.537755962,-1.030883639,-0.850538271,0.461487669,2.285249094,1.830481774,1
3069,26.19824219,76.20996094,77.16796875,7.719999699,12.30154408,12.27735742,59.59839535,151.3279867,150.7335052,-1.326857766,-2.237285263,-1.988597433,1.88954084,7.079633904,5.701431366,1
3070,26.74511719,74.08203125,76.27734375,9.60308359,16.76040691,17.17076556,92.21921444,280.9112396,294.8351898,-0.836268721,-1.598871883,-1.577072389,0.421276696,4.078865249,4.172827801,1
3071,30.07226563,77.76757813,78.40722656,7.477613226,10.79906515,10.1559705,55.91469955,116.6198082,103.1437368,-0.990125612,-1.809550436,-0.982866627,1.324542755,5.641130155,2.479152627,1
3072,31.2890625,76.56347656,83.90039063,6.940345524,9.780195332,9.638172796,48.168396,95.65222073,92.89437485,-0.046406484,-0.178174552,-0.250283925,0.645634631,0.060331992,0.060891114,1
3073,31.27539063,80.71582031,80.1953125,7.265362216,10.42656162,10.05905111,52.78548813,108.7131872,101.1845093,-0.715433865,-1.372767059,-1.058272609,1.675074422,4.241339868,4.307053725,1
3074,31.02832031,78.50585938,78.93457031,7.910768145,13.05853576,11.67866545,62.58025265,170.5253563,136.3912268,-0.57557883,-0.15001961,-0.793020041,1.151971595,1.303072954,1.108980101,1
3075,27.70703125,71.15332031,78.6484375,7.871657858,11.55358308,11.09059979,61.96299744,133.4852819,123.0014038,-0.466493203,-1.527587781,-1.891941845,1.179963085,6.543910368,8.408794723,1
3076,29.875,76.17089844,82.20507813,6.318685089,9.108669718,7.186068716,39.92578125,82.96786404,51.63958359,-0.526477207,-0.570668825,-0.712636105,-0.002010197,0.170121565,0.329917311,1
3077,28.60449219,76.83007813,78.37597656,6.76220102,10.86855204,12.37280003,45.72736263,118.1254234,153.0861807,-0.490650172,-0.544396962,-0.396519152,0.185008183,-0.188735625,-0.536719244,1
3078,26.48730469,71.4453125,77.97851563,8.300380907,14.12385703,13.2456334,68.8963232,199.4833374,175.446804,-0.670761034,-0.901772375,-0.970353447,0.168057354,0.853677619,0.743804523,1
3079,29.03320313,70.86816406,79.56835938,7.143675572,9.499239389,9.876543335,51.03210068,90.23554897,97.54610825,-1.005274969,-1.344138042,-1.258672734,2.304511318,3.963969632,3.379026995,1
3080,29.24511719,78.51464844,79.25390625,9.15051418,13.96507153,16.05818231,83.73190975,195.0232229,257.8652191,-1.157207477,-1.579467788,-1.69084806,1.516428714,3.752989603,3.4109304,1
3081,30.07421875,80.44726563,76.30957031,8.455441536,11.07102216,11.60048096,71.49449158,122.5675316,134.5711584,-0.852208528,-1.413855889,-1.368821679,1.095560317,4.272656831,3.504436168,1
3082,26.59375,76.41308594,79.84765625,8.071155722,12.58557678,12.51460999,65.14355469,158.3967428,156.6154633,-0.628091687,-1.319560658,-1.602020282,0.852083461,3.944780609,4.579485782,1
