,mean_l,mean_a,mean_bhuman,std_l,std_a,std_bhuman,var_l,var_a,var_bhuman,class
2289,67.76367188,113.90625,142.9726563,29.69336798,5.274033531,5.926901262,881.6961021,27.81542969,35.12815857,1
2290,61.71386719,119.1210938,140.4951172,26.80997153,3.462548563,4.880403214,718.7745733,11.98924255,23.81833553,1
2291,46.30664063,121.8896484,138.046875,22.97390917,2.181807386,3.781605097,527.8005028,4.76028347,14.30053711,1
2292,34.51269531,123.2880859,135.1474609,19.48952631,3.743224954,3.276146835,379.8416357,14.01173306,10.73313808,1
2293,63.76171875,122.96875,143.6708984,28.05967865,5.159090127,4.997664765,787.3455658,26.61621094,24.9766531,1
2294,47.83105469,120.0097656,139.2050781,20.07850249,3.264974867,3.301712031,403.1462622,10.66006088,10.90130234,1
2295,73.62988281,116.1962891,142.5839844,23.7270186,3.056362776,3.728162634,562.9714117,9.341353416,13.89919662,1
2296,69.22753906,122.078125,138.2832031,25.70137216,2.943436488,3.39632601,660.5605307,8.663818359,11.53503036,1
2297,75.85351563,113.1816406,142.3984375,18.66669063,2.386120111,1.419533615,348.4453392,5.693569183,2.015075684,1
2298,74.01855469,117.0273438,144.0722656,24.99864542,3.154119698,2.560336805,624.9322729,9.948471069,6.555324554,1
2299,60.77832031,117.5322266,140.7695313,25.96855593,4.603723922,3.241516779,674.3658972,21.19427395,10.50743103,1
2300,68.29589844,116.8583984,142.125,22.45171344,3.444377746,3.70625527,504.0794363,11.86373806,13.73632813,1
2301,66.21484375,116.3740234,142.6708984,25.3828639,4.661568798,4.118613993,644.2897797,21.73022366,16.96298122,1
2302,60.20703125,118.7421875,141.3623047,19.58470459,4.133979041,3.529809574,383.5606537,17.08978271,12.45955563,1
2303,69.36523438,115.8291016,143.6103516,19.1272824,5.110984339,2.809639218,365.852932,26.12216091,7.894072533,1
2304,72.72363281,114.578125,144.1816406,18.21306161,4.940243502,2.64763582,331.7156134,24.40600586,7.009975433,1
2305,32.66503906,123.3886719,133.7451172,15.42465649,3.651747842,3.30253152,237.9200277,13.3352623,10.90671444,1
2306,34.05761719,125.9541016,134.65625,18.70587518,3.943304597,4.168450139,349.9097662,15.54965115,17.37597656,1
2307,30.58691406,126.9628906,133.0527344,15.05141788,3.118209786,2.33543365,226.5451803,9.723232269,5.454250336,1
2308,41.45117188,118.8837891,136.5791016,21.48863159,3.989141866,3.756191864,461.7612877,15.91325283,14.10897732,1
2309,46.6328125,117.5839844,137.8183594,23.76376939,4.152227535,4.030428071,564.7167358,17.2409935,16.24435043,1
2310,50.7421875,116.6308594,139.4550781,24.78678488,5.100213005,3.940714659,614.3847046,26.0121727,15.52923203,1
2311,65.33203125,113.3017578,143.4091797,21.19324013,3.828827338,2.55363438,449.1534271,14.65991879,6.521048546,1
2312,65.58886719,113.1503906,143.0703125,23.30973327,3.881904112,2.711905447,543.3436651,15.06917953,7.354431152,1
2313,40.76074219,120.4121094,136.7314453,15.23617399,3.225885574,2.94565813,232.1409979,10.40633774,8.676901817,1
2314,37.96484375,121.7929688,136.3183594,17.13955627,3.676109178,3.713916876,293.764389,13.51377869,13.79317856,1
2315,42.80957031,121.9863281,135.5898438,24.56778462,5.470964605,4.213739429,603.5760412,29.9314537,17.75559998,1
2316,47.29980469,122.2880859,139.6542969,28.93117101,5.547382428,5.780964612,837.0126562,30.77345181,33.41955185,1
2317,66.95410156,118.6660156,143.3105469,27.59063266,4.492373892,5.051806423,761.2430105,20.18142319,25.52074814,1
2318,42.43359375,123.828125,139.0830078,23.43011309,3.886041477,5.208161445,548.9701996,15.10131836,27.12494564,1
2319,64.83496094,118.1748047,143.1943359,27.98557644,3.274503475,4.399077401,783.1924887,10.72237301,19.35188198,1
2320,53.31738281,115.8330078,140.7714844,23.12972609,3.599105295,3.652445583,534.9842291,12.95355892,13.34035873,1
2321,60.91601563,118.4199219,141.0117188,24.30275305,4.718173971,5.526380216,590.623806,22.26116562,30.5408783,1
2322,48.96875,124.7675781,139.1904297,25.53029374,3.156510446,5.47650042,651.7958984,9.963558197,29.99205685,1
2323,59.43554688,115.1103516,141.8076172,24.11608777,4.152903995,3.797755889,581.5856895,17.2466116,14.42294979,1
2324,51.76269531,117.5566406,139.5566406,23.93222312,4.727404609,4.992838117,572.7513037,22.34835434,24.92843246,1
2325,55.04882813,117.3417969,138.4482422,25.88035042,4.502426765,4.213684092,669.7925377,20.27184677,17.75513363,1
2326,68.38671875,116.7275391,143.3662109,24.6787338,3.799797409,3.562454893,609.0399017,14.43846035,12.69108486,1
2327,58.30273438,118.2705078,139.8789063,35.01333664,5.102663725,5.893669172,1225.933743,26.03717709,34.7353363,1
2328,54.47070313,119.3095703,139.4794922,22.77790873,4.275528363,3.777189108,518.8331261,18.28014278,14.26715755,1
2329,72.70996094,114.8583984,141.8974609,17.14104114,3.920407815,3.077805091,293.8152914,15.36959743,9.472884178,1
2330,73.44628906,116.2421875,142.8818359,26.53165573,4.567627416,4.56492895,703.9287558,20.86322021,20.83857632,1
2331,58.25976563,119.6435547,138.6982422,19.27668864,3.256738426,3.014897392,371.5907249,10.60634518,9.089606285,1
2332,62.8984375,116.7685547,140.5908203,24.35242219,3.480154038,3.294994089,593.0404663,12.11147213,10.85698605,1
2333,40.62402344,122.0888672,136.3554688,23.51944527,5.525236233,4.007879127,553.1643057,30.52823544,16.06309509,1
2334,69.87988281,124.7919922,143.6240234,22.96056881,4.093236411,3.107175576,527.1877203,16.75458431,9.654540062,1
2335,82.83007813,123.2050781,149.5283203,31.08306088,4.306940891,6.568537306,966.1566734,18.54973984,43.14568233,1
2336,67.22363281,120.4970703,141.1503906,24.5911448,3.961729915,3.980769183,604.7244024,15.69530392,15.84652328,1
2337,83.13964844,119.9960938,143.984375,24.6562506,5.997882469,4.841405683,607.9306936,35.97459412,23.43920898,1
2338,44.97558594,125.8515625,137.2470703,20.61089455,3.451595745,2.780809518,424.8089743,11.91351318,7.732901573,1
2339,61.87402344,121.3554688,141.1875,28.04754524,3.418214277,6.200743403,786.664794,11.68418884,38.44921875,1
2340,62.87011719,118.9384766,141.1796875,34.84530161,4.542886354,6.709873315,1214.195045,20.63781643,45.0223999,1
2341,72.87109375,114.3496094,141.8964844,20.56442298,2.561135278,1.889792519,422.8954926,6.55941391,3.571315765,1
2342,58.97460938,114.7226563,142.3505859,21.83056513,3.744948991,3.288405835,476.5735741,14.02464294,10.81361294,1
2343,79.16308594,112.2578125,145.6855469,26.59534302,3.222530774,3.254315958,707.3122702,10.38470459,10.59057236,1
2344,62.8515625,119.2099609,140.1240234,25.6479211,3.141185957,2.601315965,657.8158569,9.867049217,6.766844749,1
2345,61.97851563,116.0175781,142.3876953,29.44853707,5.01069984,4.735286109,867.2163353,25.10711288,22.42293453,1
2346,57.35742188,118.3222656,137.9267578,27.30955332,4.918441495,4.558378579,745.8117027,24.19106674,20.77881527,1
2347,56.33496094,119.7011719,138.5019531,24.60917378,5.748858463,3.325152148,605.611434,33.04937363,11.05663681,1
2348,62.99511719,117.9296875,139.6835938,26.60601171,3.643666581,4.011882299,707.879859,13.27630615,16.09519958,1
2349,38.26464844,123.390625,135.3125,18.11851393,3.850191503,3.131555624,328.2805471,14.82397461,9.806640625,1
2350,48.3828125,124.7705078,137.0585938,19.26394426,2.379738147,2.912540969,371.0995483,5.663153648,8.482894897,1
2351,33.00683594,123.2666016,135.2070313,23.06569575,5.542469005,4.57277411,532.0263205,30.71896267,20.91026306,1
2352,53.00683594,117.3203125,139.1679688,21.1399483,2.69238972,1.516545911,446.8974142,7.248962402,2.299911499,1
2353,50.859375,121.921875,136.9970703,18.38168857,4.246523164,3.195301606,337.8864746,18.03295898,10.20995235,1
2354,34.01074219,125.9433594,132.4091797,20.13258984,4.12342712,3.357238232,405.3211737,17.00265121,11.27104855,1
2355,28.84277344,125.9589844,134.6328125,15.32848931,3.575671558,3.489092588,234.9625845,12.78542709,12.17376709,1
2356,63.39160156,124.8808594,139.7675781,26.31765774,5.626168702,5.038589716,692.6191092,31.65377426,25.38738632,1
2357,47.43457031,128.5322266,136.5078125,24.32365618,3.694502954,3.985807034,591.6402502,13.64935207,15.88665771,1
2358,60.62988281,116.3916016,141.1796875,20.93243235,3.005523524,3.272299922,438.1667242,9.033171654,10.70794678,1
2359,45.03125,120.5263672,136.7353516,26.07409439,6.285157995,5.381108472,679.8583984,39.50321102,28.95632839,1
2360,68.73046875,117.6279297,143.6777344,21.89828246,3.349329634,3.589760332,479.5347748,11.218009,12.88637924,1
2361,58.734375,120.8085938,138.7207031,30.12946916,5.790489608,4.763357154,907.7849121,33.5297699,22.68957138,1
2362,52.61425781,120.1259766,138.9003906,20.76850248,4.240194228,2.852123634,431.3306952,17.97924709,8.134609222,1
2363,48.23046875,123.1210938,136.5888672,34.31425897,5.05931462,4.894583371,1177.468369,25.59666443,23.95694637,1
2364,58.43164063,118.4951172,141.1044922,26.32881054,7.384658373,3.965897023,693.2062645,54.53317928,15.7283392,1
2365,60.46191406,118.7978516,140.7773438,22.63273596,3.668536418,4.221553973,512.240737,13.45815945,17.82151794,1
2366,66.4609375,115.0439453,141.4082031,24.19166706,2.580164432,2.914365533,585.2367554,6.657248497,8.493526459,1
2367,54.6875,118.2929688,138.5039063,26.85246148,3.989991063,3.41154754,721.0546875,15.92002869,11.63865662,1
2368,42.35351563,123.4560547,136.8847656,25.10781493,4.838002887,4.725926077,630.4023705,23.40627193,22.33437729,1
2369,37.49023438,123.1337891,135.9873047,20.15850042,4.453609721,3.721615881,406.365139,19.83463955,13.85042477,1
2370,69.28027344,117.3193359,141.0498047,27.66796294,3.26597294,4.057744808,765.5161734,10.66657925,16.46529293,1
2371,45.87109375,121.8994141,137.1240234,19.97872365,4.580512352,3.819313714,399.1493988,20.98109341,14.58715725,1
2372,58.06152344,118.9287109,140.2802734,22.87105337,4.516224646,4.193158668,523.0850821,20.39628506,17.58257961,1
2373,64.71777344,116.9492188,141.2373047,22.83221401,4.394083311,3.284869278,521.3099966,19.30796814,10.79036617,1
2374,52.06835938,120.6669922,137.3613281,24.40241277,4.905099819,4.400629016,595.4777489,24.06000423,19.36553574,1
2375,72.89746094,114.8164063,144.1328125,22.74090292,4.898928093,2.688941746,517.1486654,23.99949646,7.230407715,1
2376,63.97851563,123.8193359,137.9101563,25.04920017,3.376096053,3.498288417,627.462429,11.39802456,12.23802185,1
2377,56.10449219,119.0654297,139.4042969,18.61455819,2.869324597,2.621765324,346.5017767,8.233023643,6.873653412,1
2378,49.53808594,121.0175781,136.2587891,13.18840765,1.232567345,1.755132234,173.9340963,1.51922226,3.080489159,1
2379,58.05566406,120.7587891,137.6142578,15.05283102,2.018813103,2.804612523,226.5877218,4.075606346,7.865851402,1
2380,58.76171875,118.8359375,141.4238281,20.92139911,4.104403778,3.377900749,437.7049408,16.84613037,11.41021347,1
2381,44.01074219,123.7382813,135.4736328,24.04843099,4.301146669,3.290506005,578.327033,18.49986267,10.82742977,1
2382,55.68554688,120.7431641,138.5166016,23.57602285,4.08520723,3.599549366,555.8288536,16.68891811,12.95675564,1
2383,57.4453125,121.0019531,141.1171875,24.8589171,4.563783648,4.155890198,617.9657593,20.82812119,17.27142334,1
2384,63.30273438,122.7919922,139.6777344,15.99670841,3.646045366,2.47559422,255.89468,13.29364681,6.128566742,1
2385,60.18359375,122.9570313,138.9404297,21.57507524,5.131104346,2.958265402,465.4838715,26.32823181,8.75133419,1
2386,55.78125,124.0615234,138.7275391,18.89989563,5.094337008,2.389549063,357.2060547,25.95226955,5.709944725,1
2387,53.23535156,120.3876953,137.8837891,17.79138772,3.251965295,3.193494807,316.5334768,10.57527828,10.19840908,1
2388,53.06152344,123.8945313,135.7666016,18.81258108,3.073737256,2.234586479,353.9132071,9.447860718,4.993376732,1
2389,45.98925781,126.5029297,136.2148438,22.28619953,5.698134907,3.764390925,496.6746893,32.46874142,14.17063904,1
2390,51.46875,123.2949219,136.546875,21.46379128,3.879902845,2.528692767,460.6943359,15.05364609,6.394287109,1
2391,71.13671875,116.4599609,141.8222656,22.01594902,4.056288328,3.114302368,484.7020111,16.453475,9.698879242,1
2392,78.76367188,118.5966797,142.5048828,21.73276995,4.077906928,4.025307586,472.3132896,16.62932491,16.20310116,1
2393,37.48144531,124.0058594,135.6367188,20.48121394,3.804546628,3.336127318,419.4801245,14.47457504,11.12974548,1
2394,56.3046875,123.1962891,138.9404297,23.34726248,5.709909996,3.56542728,545.0946655,32.60307217,12.71227169,1
2395,33.28808594,124.2226563,134.546875,21.06889774,3.673069536,3.482062013,443.8984518,13.49143982,12.12475586,1
2396,50.13378906,120.9746094,138.4179688,22.40362761,5.629628291,3.639130511,501.9225302,31.69271469,13.24327087,1
2397,61.22851563,117.5175781,141.1054688,21.86880554,8.179247009,3.230501814,478.2446556,66.90008163,10.43614197,1
2398,58.27636719,119.3818359,138.6933594,20.54009009,4.523992264,2.300584769,421.8953009,20.466506,5.292690277,1
2399,44.62988281,123.8476563,135.3046875,20.76554213,2.756780415,3.317940329,431.2077398,7.599838257,11.00872803,1
2400,49.87109375,121.5117188,137.6181641,26.46620384,4.810050043,4.56738845,700.4599457,23.13658142,20.86103725,1
2401,53.95117188,120.9960938,137.3740234,20.74490616,3.967886763,2.684909548,430.3511314,15.74412537,7.208739281,1
