,dissimilarity,correlation,energy,ASM,contrast,homogeneity,LBP,class
0,3.5221774193548394,0.5356384667621259,0.08661145775810723,0.007501544614984394,29.88709677419355,0.3133604405856296,864,0
1,5.850806451612905,0.7527162527771302,0.08691889785075518,0.007554894803590014,74.40322580645163,0.2559686526500724,871,0
2,6.114919354838711,0.7293398182331169,0.06262182455845708,0.003921492911030179,121.44153225806454,0.2631334381355277,843,0
3,17.26814516129033,0.7147140498036118,0.026180582486331767,0.0006854228993236216,532.0463709677422,0.07562696548638043,864,0
4,2.088709677419355,0.7901090800429333,0.120454219156454,0.014509218912591052,12.425403225806452,0.4662160023167543,785,0
5,1.5423387096774193,0.7896679673371432,0.1468508169145134,0.021565162428459937,6.429435483870968,0.5411739972424425,795,0
6,14.760080645161292,0.7186269658252468,0.032242309660724756,0.001039566532258065,474.77217741935493,0.09601859304971311,813,0
7,11.660282258064518,0.8129037972929606,0.031135978248952624,0.000969449141519251,308.87399193548396,0.11819136430532222,739,0
8,10.025201612903228,0.7869997612993465,0.03647884500548836,0.0013307061329344435,216.15020161290326,0.131083957752467,825,0
9,13.77822580645162,0.8043419215134184,0.026822852208971928,0.0007194654006243502,355.98991935483883,0.08237079499443445,768,0
10,10.496975806451616,0.6872684413572112,0.037038655384826286,0.0013718619927159212,215.15020161290326,0.09719433272806133,859,0
11,10.6491935483871,0.7442417490481467,0.03150907179049957,0.0009928216050988556,193.87500000000003,0.09386097649180675,805,0
12,12.260080645161292,0.8004549768367406,0.030601026686815608,0.000936422834287201,324.0322580645162,0.11328254429706852,705,0
13,14.538306451612906,0.8311662918519527,0.028449931031592917,0.0008093985757023935,422.5645161290323,0.09948137109219454,674,0
14,6.20866935483871,0.5557952577141695,0.053436928551203924,0.0028555053329864734,105.28931451612905,0.20349851565255025,849,0
15,4.926411290322583,0.8688814172963879,0.05684178956861902,0.003230989041363166,76.40625000000003,0.2611533009771199,792,0
16,2.672379032258064,0.7596499539529407,0.08318517602713824,0.006919773510665973,13.234879032258064,0.32334302675977733,804,0
17,11.259072580645164,0.889125863237185,0.03279697275201097,0.00107564142169615,276.7247983870968,0.11501612641719211,727,0
18,4.963709677419356,0.7950970142041122,0.0526225126457185,0.0027691288371488034,44.60483870967742,0.209680988235336,823,0
19,8.023185483870968,0.7660052210301203,0.033645804976368224,0.0011320401925078046,117.07358870967744,0.13131115605040064,785,0
20,5.559475806451614,0.7762311881042442,0.044423517210747394,0.0019734488813735697,49.84576612903227,0.16697830786477907,845,0
21,4.757056451612904,0.8451082061020705,0.04870631430656466,0.0023723050533298656,45.236895161290334,0.22416216231416808,791,0
22,2.195564516129033,0.8036251737518851,0.09340793474685788,0.00872504227367326,7.971774193548388,0.3613805811427503,779,0
23,2.015120967741936,0.7860002357832582,0.10351944045080955,0.010716274551248704,7.22076612903226,0.4049039743054126,751,0
24,4.421370967741936,0.947511518116148,0.05908582505935624,0.0034911347229448497,41.8608870967742,0.28568393549964144,638,0
25,5.921370967741936,0.9678061432084096,0.045564070080602925,0.0020760844823100944,78.32661290322584,0.22001688480382897,626,0
26,2.399193548387097,0.8668036331875496,0.0809752568884333,0.006556992228147765,10.576612903225808,0.3528100335730124,635,0
27,3.476814516129033,0.9438611367238909,0.060163803674906355,0.0036196832726326754,24.908266129032263,0.28042656087305945,660,0
28,4.09375,0.9058788783215745,0.06004545407998158,0.003605456555671177,39.8679435483871,0.2859181135817265,670,0
29,2.0907258064516134,0.8179015567491836,0.09626620284042173,0.00926718180931322,7.899193548387099,0.39334409134704773,871,0
30,2.824596774193549,0.8081679339027744,0.0761238903146635,0.0057948466766389204,15.625,0.3284945042924127,829,0
31,5.06350806451613,0.9428115117094743,0.06118959916559175,0.0037441670460457866,63.218750000000014,0.26406964461240445,686,0
32,6.246975806451614,0.9504739924646702,0.037745252473486,0.001424704084287201,61.03326612903227,0.16577567294873216,553,0
33,4.909274193548387,0.9038098839388214,0.04294047202368723,0.0018438841376170658,39.06854838709678,0.19067377408873362,676,0
34,5.804435483870968,0.8713856878742973,0.04223657997003352,0.0017839286875650368,49.38709677419355,0.14426156290388042,768,0
35,5.804435483870968,0.8713856878742973,0.04223657997003352,0.0017839286875650368,49.38709677419355,0.14426156290388042,768,0
36,5.904233870967744,0.9272231990227814,0.04112112510961924,0.001690946930280958,50.93245967741936,0.14253552776335637,675,0
37,6.150201612903227,0.8564994397385558,0.0399872650610861,0.0015989813670655572,60.777217741935495,0.16198549522934044,695,0
38,6.102822580645162,0.8748729305269598,0.04137364993191761,0.0017117789086888663,58.88911290322582,0.14713436590410853,682,0
39,3.962701612903227,0.907126156930878,0.06128501674826882,0.0037558532778355896,31.58971774193549,0.2827671376515476,667,0
40,6.670362903225808,0.876860228854484,0.042434607217437886,0.0018006958896982315,106.92842741935486,0.19755377882894476,672,0
41,3.654233870967743,0.9460584651075883,0.0692379629898991,0.004793895518990636,35.15423387096775,0.30353426479354323,657,0
42,6.529233870967743,0.8682862666016613,0.05539312222988167,0.003068397990374611,109.60383064516131,0.23915957245882682,652,0
43,5.523185483870969,0.9290268154723929,0.04871152995302247,0.002372813150364205,64.15826612903227,0.2085158453644124,653,0
44,5.557459677419356,0.9680407436641727,0.051942229951565534,0.002697995252341312,66.08971774193549,0.22039913620572898,601,0
45,7.958669354838712,0.9535341900153009,0.033197326209828855,0.00110206246748179,125.13205645161293,0.1551042228443814,579,0
46,5.533266129032259,0.9047446121862546,0.04999837406305341,0.002499837408949012,69.20866935483872,0.23380895124253573,647,0
47,6.493951612903227,0.8988010439104226,0.036983742596459965,0.0013677972164412072,78.93346774193549,0.18157157407016256,702,0
48,5.276209677419356,0.9227861448863841,0.045853086353000644,0.002102505528095734,58.802419354838726,0.23597076640851494,537,0
49,5.706653225806454,0.913100712929216,0.04261383344324245,0.0018159388007284092,58.230846774193566,0.19830493413667366,699,0
50,5.91733870967742,0.9690791502389277,0.03767788627223943,0.0014196231139438089,65.38508064516131,0.20495379633439098,532,0
51,5.777217741935485,0.9401619141375931,0.04036665937535469,0.0016294671891259108,63.255040322580655,0.20683665362004877,607,0
52,5.504032258064518,0.5409353619132486,0.05143599185205211,0.0026456612578043713,56.106854838709694,0.18711741074916208,880,0
53,3.8044354838709684,0.7285565590841201,0.0658760713027983,0.004339656770291365,25.175403225806456,0.25434667436890795,832,0
54,5.289314516129032,0.6764070301353425,0.05323210648198967,0.0028336571605098865,46.81955645161291,0.18144405552105003,892,0
55,8.030241935483872,0.4021639292179121,0.04258998019007583,0.0018139064125910517,110.83064516129033,0.12447256042583331,864,0
56,8.047379032258068,0.4695393091041829,0.04200739220970693,0.0017646210002601464,111.50100806451614,0.13776627664281585,845,0
57,7.586693548387098,0.5707560321375301,0.039372630744833284,0.0015502040517689913,106.32459677419357,0.15171159155325764,850,0
58,6.16733870967742,0.6028855789184433,0.045930587701187575,0.0021096188865764834,65.11895161290325,0.165684290118839,857,0
59,8.810483870967742,0.4604153354751117,0.038286550433130936,0.0014658599440686788,141.8870967741936,0.13971947867078113,878,0
60,8.62701612903226,0.44802964678480506,0.040416976203083585,0.0016335319654006248,124.33467741935486,0.11120962413516443,847,0
61,4.653225806451614,0.5361577506782945,0.06214944613628369,0.0038625536550468275,44.11290322580646,0.24567070638320548,853,0
62,6.416330645161292,0.7206428598471593,0.0412629756812419,0.00170263316207076,72.58568548387098,0.16297105185865846,791,0
63,6.250000000000002,0.44060302288895786,0.0562938824666924,0.0031690012031737784,73.26411290322582,0.17554870108133036,886,0
64,8.38608870967742,0.6212015327964459,0.03559053113691478,0.0012666859066077006,131.24092741935488,0.14023660564453524,814,0
65,7.12701612903226,0.6721565027633067,0.04113965509558844,0.0016924712213839757,100.58669354838712,0.1657375365912126,873,0
66,8.415322580645162,0.8523951614539466,0.03296694642291902,0.0010868195564516132,140.52217741935488,0.1418729786753984,713,0
67,9.205645161290326,0.7720665971158137,0.03235243253201859,0.0010466798907388148,156.2661290322581,0.11449608719541712,797,0
68,10.820564516129034,0.8629554715645211,0.02888417093123872,0.0008342953303850158,232.52822580645164,0.11146018792734569,724,0
69,7.461693548387099,0.7217957277719761,0.03947573437338967,0.0015583336043184187,111.73185483870971,0.1590598698065146,848,0
70,8.25201612903226,0.7284004018806077,0.03636724598295857,0.0013225765803850159,129.116935483871,0.1284834261710597,815,0
71,9.27217741935484,0.6841522158369782,0.037079786608365986,0.0013749105749219575,172.13508064516134,0.13010834977671343,840,0
72,7.047379032258066,0.5892435816114763,0.0446118379301589,0.0019902160835067644,86.06552419354841,0.15501012945203518,866,0
73,5.981854838709679,0.8064997466900883,0.039107186978368604,0.0015293720733610826,59.929435483870975,0.15913979787805987,804,0
74,6.391129032258066,0.8216580197329251,0.03720290743396359,0.0013840563215400633,67.86290322580649,0.15309149608898856,739,0
75,7.613911290322582,0.8426510504854684,0.0358182217831449,0.001282945011706556,109.2489919354839,0.16681658402238497,762,0
76,8.419354838709678,0.5896234915260281,0.036770180967418305,0.0013520462083766913,124.45161290322582,0.119269432725577,861,0
77,6.089717741935485,0.7910297060628844,0.03883992913167034,0.001508540094953174,63.29133064516131,0.16145230437409697,728,0
78,4.307459677419356,0.7001513828186153,0.05987597743918347,0.0035851326742976078,35.607862903225815,0.23351745925523756,838,0
79,5.61592741935484,0.7895732292852927,0.04289311554716389,0.0018398193613423527,57.813508064516135,0.18586261159711737,759,0
80,6.194556451612904,0.8020855891520086,0.03727113215188741,0.0013891372918834553,63.392137096774206,0.14543696056731,792,0
81,9.233870967741936,0.7220210167603348,0.03216341962408028,0.0010344855619146723,152.21169354838713,0.11670536536367127,786,0
82,11.292338709677423,0.6865488783974066,0.02922517946436337,0.0008541111147242464,218.59879032258073,0.08923755144541042,809,0
83,7.983870967741938,0.75837819898134,0.03540445429200797,0.0012534753837148813,120.60685483870972,0.13386067805544294,762,0
84,6.194556451612906,0.8620288477167317,0.03566184062763857,0.0012717668769510933,63.242943548387125,0.14652218926618638,701,0
85,4.870967741935486,0.7859261714891976,0.04912181609098959,0.0024129528160770036,44.538306451612904,0.21739100727430108,836,0
86,5.200604838709678,0.8540654280034757,0.04072381023533097,0.0016584287200832471,45.52116935483872,0.18248007257910848,798,0
87,6.847782258064517,0.8952499256590613,0.03374382097442752,0.0011386454539542145,78.59576612903228,0.14977283513869685,719,0
88,6.707661290322582,0.9079098128552727,0.03151713346948283,0.000993329702133195,69.41733870967744,0.12961124411427632,714,0
89,6.276209677419355,0.8721205866607907,0.035267854202693356,0.0012438215400624353,64.24798387096774,0.14386827021155904,809,0
90,7.891129032258066,0.8951378366960083,0.031005154232317946,0.0009613195889698234,98.63911290322582,0.12147010131142776,741,0
91,6.276209677419357,0.8506774451206695,0.0368116121703835,0.0013550947905827267,69.91532258064517,0.17404033609709227,676,0
92,11.030241935483875,0.8354518291173487,0.02849454440544874,0.0008119390608740902,214.725806451613,0.11836249232129845,849,0
93,6.248991935483872,0.9389143378540281,0.03655537170255796,0.0013362952003121752,80.29939516129033,0.20168193544741364,577,0
94,8.341733870967744,0.7669885490175614,0.03428901482196563,0.0011757365374609784,133.65423387096774,0.12998228160035172,769,0
95,6.795362903225808,0.6376412847725422,0.041201361527592364,0.001697552191727368,81.80745967741937,0.14749006034909243,873,0
96,6.675403225806452,0.8315821648316226,0.03668717819572147,0.0013459490439646205,79.33870967741937,0.15156751387668807,820,0
97,10.913306451612907,0.7350650747667065,0.0305761106614982,0.0009348985431841838,223.86895161290334,0.1109062372185833,852,0
98,7.372983870967744,0.8552072256900498,0.04085460509911178,0.0016690987578043706,128.0504032258065,0.2033578048198537,798,0
99,9.041330645161292,0.8038809459414257,0.032765973716018165,0.0010736090335587932,150.61592741935485,0.11370263101954081,839,0
100,16.65120967741936,0.8136447059168811,0.026518037173318368,0.0007032062955254949,566.4758064516132,0.0867465219786023,851,0
101,8.143145161290324,0.8353779052242563,0.03410328593555902,0.0011630341116024977,123.68951612903228,0.13496296041969727,737,0
102,12.435483870967747,0.779949256392503,0.028369450160222368,0.000804825702393341,289.67137096774206,0.08811052155021977,857,0
103,5.514112903225808,0.8208626881392166,0.051371743170326244,0.0026390559963579614,78.1008064516129,0.21983113573091417,765,0
104,9.851814516129036,0.8801702912083974,0.029311978525299834,0.0008591920850676385,183.81955645161298,0.11574069396045261,693,0
105,4.895161290322581,0.710319661559613,0.05300732590780205,0.0028097765998959428,52.26814516129033,0.23172370181435012,782,0
106,10.101814516129034,0.779684801844734,0.030542857676498225,0.0009328661550468265,169.49294354838713,0.1061223865381691,885,0
107,8.648185483870968,0.7086135360162232,0.035166861980871794,0.0012367081815816859,130.84778225806454,0.11916730368929326,869,0
108,6.91935483870968,0.8276914497568987,0.03645097728178337,0.0013286737447970871,79.2560483870968,0.1355626865024518,825,0
109,7.934475806451614,0.8396810864223975,0.03308233685770553,0.0010944410119667018,122.45060483870971,0.15022779658419322,739,0
