,dissimilarity,correlation,energy,ASM,contrast,homogeneity,class
130,4.994959677,0.812184406,0.046431193,0.002155856,43.48487903,0.187479052,1
131,7.150201613,0.719491111,0.037223388,0.001385581,86.60584677,0.14288983,1
132,7.365927419,0.819147005,0.033713693,0.001136613,91.72883065,0.139030393,1
133,5.972782258,0.779645054,0.040341477,0.001627435,63.20262097,0.175977559,1
134,5.071572581,0.846266778,0.043469678,0.001889613,45.53528226,0.212870249,1
135,6.578629032,0.779507386,0.038279914,0.001465352,83.75806452,0.179444025,1
136,5.929435484,0.896006854,0.035881999,0.001287518,57.20967742,0.155650843,1
137,6.26108871,0.835408588,0.040372952,0.001629975,74.97278226,0.182466185,1
138,3.580645161,0.855234313,0.06529504,0.004263442,22.29233871,0.257880073,1
139,6.4375,0.80769455,0.038859547,0.001510064,71.10080645,0.165144758,1
140,7.297379032,0.756106505,0.035640463,0.001270243,86.4203629,0.139843807,1
141,9.506048387,0.883629876,0.030292297,0.000917623,152.7802419,0.106790087,1
142,7.094758065,0.7451464,0.037155076,0.0013805,83.97983871,0.149881042,1
143,5.330645161,0.841899432,0.048224062,0.00232556,54.31451613,0.194892296,1
144,3.452620968,0.816706057,0.069858944,0.004880272,23.03528226,0.270985905,1
145,3.776209677,0.846875012,0.056257768,0.003164936,28.18346774,0.273383443,1
146,3.271169355,0.868285941,0.060521662,0.003662872,19.97883065,0.286766946,1
147,5.278225806,0.838697658,0.042416643,0.001799172,45.93951613,0.183258168,1
148,3.044354839,0.941399572,0.054356088,0.002954584,16.77016129,0.298270729,1
149,7.048387097,0.785664756,0.037339232,0.001394218,87.23387097,0.150602464,1
150,6.980846774,0.791265411,0.036030375,0.001298188,79.89415323,0.141331544,1
151,6.081653226,0.833828781,0.03899008,0.001520226,64.78125,0.167663044,1
152,5.131048387,0.912888614,0.038425642,0.00147653,45.71774194,0.187347052,1
153,5.055443548,0.812640568,0.04664954,0.00217618,45.11592742,0.211158605,1
154,5.36391129,0.895581476,0.049101125,0.00241092,55.9203629,0.202011943,1
155,3.575604839,0.806141769,0.06369181,0.004056647,24.60987903,0.275036216,1
156,7.900201613,0.775735194,0.033005455,0.00108936,101.5010081,0.118983081,1
157,7.913306452,0.743867384,0.034891267,0.0012174,105.4556452,0.135197359,1
158,7.032258065,0.756882048,0.036255303,0.001314447,85.81451613,0.151684493,1
159,7.232862903,0.740545021,0.03654147,0.001335279,88.94455645,0.144182949,1
160,5.346774194,0.820845213,0.046758331,0.002186342,56.63104839,0.208572871,1
161,7.210685484,0.78030195,0.035804034,0.001281929,87.63004032,0.145893947,1
162,6.745967742,0.738935966,0.03910069,0.001528864,76.1391129,0.145696197,1
163,7.525201613,0.784217228,0.035354189,0.001249919,99.30544355,0.151058632,1
164,4.924395161,0.844575981,0.045891853,0.002106062,50.05947581,0.219922814,1
165,3.622983871,0.918959059,0.056117603,0.003149185,23.875,0.256774839,1
166,3.991935484,0.695367826,0.063711751,0.004059187,31.1108871,0.262654879,1
167,12.43044355,0.739018369,0.02759778,0.000761637,255.6582661,0.082154217,1
168,9.328629032,0.842959263,0.029639497,0.0008785,151.5927419,0.103859526,1
169,5.408266129,0.927219206,0.039275725,0.001542583,54.26512097,0.202042021,1
170,6.44858871,0.780510443,0.042780434,0.001830166,82.53729839,0.186796382,1
171,8.132056452,0.864402647,0.032524729,0.001057858,114.1784274,0.122504807,1
172,6.434475806,0.813146657,0.050332612,0.002533372,91.39616935,0.210417159,1
173,5.915322581,0.857262485,0.043743496,0.001913493,74.10483871,0.186094761,1
174,8.494959677,0.901250094,0.030048102,0.000902888,122.1804435,0.118582205,1
175,9.975806452,0.783102154,0.029320644,0.0008597,167.9072581,0.10119757,1
176,10.26108871,0.755155886,0.030157813,0.000909494,167.3961694,0.092029069,1
177,4.377016129,0.871473273,0.057684725,0.003327527,41.33064516,0.252860527,1
178,9.111895161,0.811973804,0.031184896,0.000972498,138.1703629,0.108829151,1
179,7.581653226,0.851219698,0.033939004,0.001151856,107.2872984,0.146692678,1
180,6.639112903,0.867136206,0.033856564,0.001146267,74.01209677,0.15823035,1
181,9.265120968,0.797014078,0.030300682,0.000918131,140.734879,0.101444184,1
182,8.875,0.768473618,0.032171317,0.001034994,127.5544355,0.108533228,1
183,8.683467742,0.795558979,0.031629781,0.001000443,123.0040323,0.119216954,1
184,7.463709677,0.893358949,0.033289032,0.00110816,92.73185484,0.128505382,1
185,8.940524194,0.857690708,0.029588024,0.000875451,141.3114919,0.116924368,1
186,10.35181452,0.764847615,0.029937989,0.000896283,183.0332661,0.100094572,1
187,7.543346774,0.841918154,0.032555958,0.00105989,104.515121,0.146871391,1
188,8.158266129,0.778579547,0.034436877,0.001185898,111.03125,0.123492117,1
189,6.638104839,0.849436966,0.034562062,0.001194536,73.91028226,0.149135144,1
190,6.1875,0.878046173,0.037011209,0.00136983,73.75806452,0.178784449,1
191,11.30141129,0.836245603,0.027487093,0.00075554,219.1804435,0.092888565,1
192,10.06552419,0.753366563,0.030542858,0.000932866,172.577621,0.118125982,1
193,8.153225806,0.761974416,0.032982355,0.001087836,108.8689516,0.120722801,1
194,9.953629032,0.815882637,0.029129402,0.000848522,167.7298387,0.103833114,1
195,9.486895161,0.787031666,0.029707988,0.000882565,155.7590726,0.106685214,1
196,9.009072581,0.802374982,0.031669915,0.001002984,135.9304435,0.108868789,1
197,8.535282258,0.834869123,0.030634217,0.000938455,117.3094758,0.105106217,1
198,5.869959677,0.864214647,0.037134557,0.001378975,58.31149194,0.162612133,1
199,9.403225806,0.805417708,0.029861519,0.00089171,149.9475806,0.113499772,1
200,8.966733871,0.721093572,0.03204472,0.001026864,131.7691532,0.103149813,1
201,9.267137097,0.84536834,0.029050803,0.000843949,143.2469758,0.108551357,1
202,9.231854839,0.819947591,0.030005799,0.000900348,133.0987903,0.08872632,1
203,9.087701613,0.765671342,0.032218663,0.001038042,141.5131048,0.127413184,1
204,11.2953629,0.788265509,0.029381233,0.000863257,213.9163306,0.100825863,1
205,8.778225806,0.841647918,0.030367682,0.000922196,129.3447581,0.11038482,1
206,9.777217742,0.821310338,0.029251246,0.000855635,172.5272177,0.112670873,1
207,9.487903226,0.82833389,0.030367682,0.000922196,150.8004032,0.108348348,1
208,9.215725806,0.749541828,0.032540348,0.001058874,138.9737903,0.119118187,1
209,10.11995968,0.8148898,0.029181683,0.000851571,174.6703629,0.104758155,1
210,8.273185484,0.783672538,0.031973289,0.001022291,125.7752016,0.127397966,1
211,6.730846774,0.877111359,0.033781444,0.001141186,78.01108871,0.14814728,1
212,8.209677419,0.865302436,0.031086984,0.000966401,110.6350806,0.117478404,1
213,7.728830645,0.809972849,0.033097692,0.001095457,105.327621,0.133470713,1
214,10.91028226,0.785209799,0.028135657,0.000791615,206.3760081,0.087962503,1
215,9.808467742,0.837476889,0.029398521,0.000864273,163.6229839,0.107522347,1
216,7.860887097,0.833623162,0.032982355,0.001087836,112.625,0.148018516,1
217,2.572580645,0.908855216,0.072180517,0.005210027,11.30645161,0.344132512,1
218,3,0.915276502,0.05949289,0.003539404,15.42137097,0.304065576,1
219,3.056451613,0.892406568,0.060973322,0.003717746,15.92137097,0.295374092,1
220,2.619959677,0.898814703,0.096763692,0.009363212,12.92439516,0.356882473,1
221,3.028225806,0.912882379,0.070170994,0.004923968,16.64919355,0.311454275,1
222,2.893145161,0.897409443,0.062921317,0.003959092,14.03427419,0.308704875,1
223,3.253024194,0.898871219,0.062026694,0.003847311,17.53326613,0.279734914,1
224,3.456653226,0.891558692,0.055877153,0.003122256,20.50907258,0.281528111,1
225,2.767137097,0.909027705,0.065748685,0.00432289,13.60584677,0.334977477,1
226,3.482862903,0.931288787,0.05379231,0.002893613,20.59576613,0.275271916,1
227,3.596774194,0.904619316,0.055406879,0.003069922,22.87298387,0.27724277,1
228,3.047379032,0.890755188,0.057548036,0.003311776,16.77520161,0.307414078,1
229,3.331653226,0.906164224,0.054923329,0.003016572,18.70262097,0.267754341,1
230,2.66733871,0.941816792,0.0707802,0.005009837,12.93145161,0.350194672,1
231,3.318548387,0.910326313,0.060311414,0.003637467,18.46774194,0.280821321,1
232,2.432459677,0.930337258,0.069545494,0.004836576,11.08568548,0.3616576,1
233,3.185483871,0.865905072,0.062581243,0.003916412,16.47580645,0.27493302,1
234,2.414314516,0.933503291,0.071891328,0.005168363,10.82157258,0.36011709,1
235,2.867943548,0.895157725,0.063351862,0.004013458,13.65423387,0.298029535,1
236,2.503024194,0.87087801,0.083723991,0.007009707,11.86592742,0.365950273,1
237,2.654233871,0.853034755,0.072215704,0.005215108,12.02923387,0.326055546,1
238,3.444556452,0.857288051,0.060977488,0.003718254,20.64818548,0.278304332,1
239,3.154233871,0.923349781,0.061483672,0.003780242,18.23487903,0.311955078,1
240,7.376008065,0.829925802,0.039514329,0.001561382,103.6118952,0.166668592,1
241,6.985887097,0.914988768,0.033059291,0.001092917,79.06048387,0.145273408,1
242,5.492943548,0.93063086,0.041428876,0.001716352,55.61391129,0.218186111,1
243,8.215725806,0.818000841,0.033841553,0.001145251,115.766129,0.129705603,1
244,10,0.831735542,0.030434535,0.000926261,180.3487903,0.118125298,1
245,8.356854839,0.880658306,0.032781477,0.001074625,123.9959677,0.133801251,1
246,8.3125,0.886231504,0.031217465,0.00097453,112.8508065,0.124662328,1
247,9.280241935,0.810127937,0.037161912,0.001381008,153.3165323,0.142532871,1
248,6.641129032,0.910746019,0.038352848,0.001470941,83.93346774,0.178255212,1
249,4.516129032,0.844020488,0.089898784,0.008081791,48.54637097,0.31219854,1
250,5.720766129,0.79904614,0.110611828,0.012234977,65.25907258,0.259273332,1
251,8.655241935,0.908613525,0.036714867,0.001347981,141.6572581,0.162210537,1
252,6.954637097,0.897382996,0.035282258,0.001244838,93.03326613,0.179613825,1
253,8.357862903,0.782719663,0.033909049,0.001149824,122.3739919,0.12313559,1
254,12.29435484,0.675379214,0.029363935,0.000862241,241.9274194,0.077006472,1
255,11.86391129,0.720681435,0.029545062,0.000872911,231.6622984,0.08467875,1
256,12.59677419,0.790530341,0.027310922,0.000745886,272.8649194,0.080298617,1
257,12.25806452,0.753477043,0.028449931,0.000809399,241.0645161,0.076418041,1
258,6.911290323,0.790055796,0.045070744,0.002031372,89.62903226,0.195777937,1
259,4.962701613,0.902877417,0.055589983,0.003090246,51.40625,0.235945258,1
260,2.709677419,0.880498021,0.075809535,0.005747086,13.57862903,0.342779493,1
261,3.600806452,0.90428138,0.062897087,0.003956044,23.21169355,0.257029277,1
262,3.788306452,0.921884235,0.053782864,0.002892596,26.51209677,0.260809568,1
263,3.58266129,0.88150836,0.06071863,0.003686752,23.46370968,0.269547875,1
264,3.274193548,0.914448349,0.066856036,0.00446973,22.1391129,0.308915429,1
265,3.34375,0.906634876,0.056788131,0.003224892,20.41431452,0.279706199,1
266,5.504032258,0.894479584,0.041342937,0.001709238,53.58266129,0.181652204,1
267,3.686491935,0.884543869,0.058188991,0.003385959,25.59173387,0.266396421,1
268,5.0625,0.924011731,0.045048191,0.00202934,47.04233871,0.203598724,1
269,3.324596774,0.83626693,0.064865642,0.004207552,20.71572581,0.288147182,1
270,4.737903226,0.89918582,0.048961228,0.002397202,40.40524194,0.217278802,1
271,4.310483871,0.875328473,0.052312624,0.002736611,36.81653226,0.233814293,1
272,4.16733871,0.92841789,0.056271313,0.003166461,34.25,0.257196114,1
273,2.674395161,0.877002782,0.075193775,0.005654104,12.82762097,0.337253552,1
274,4.526209677,0.890493356,0.0480499,0.002308793,37.17741935,0.225811376,1
275,3.478830645,0.86075396,0.060462866,0.003655758,20.37399194,0.256451639,1
276,3.697580645,0.896621265,0.055029613,0.003028258,24.47580645,0.267952238,1
277,4.907258065,0.889311808,0.046222809,0.002136548,49.41129032,0.22704142,1
278,3.615927419,0.845729065,0.06431104,0.00413591,24.79737903,0.272178196,1
279,3.91733871,0.916420498,0.055006525,0.003025718,27.35685484,0.255693905,1
280,4.668346774,0.900932072,0.045110183,0.002034929,36.50705645,0.195521468,1
281,4.08266129,0.883237216,0.061280871,0.003755345,32.02620968,0.261646561,1
282,3.928427419,0.846325291,0.058563256,0.003429655,26.72278226,0.238776526,1
283,4.188508065,0.891121226,0.049799816,0.002480022,32.0171371,0.241855411,1
284,3.904233871,0.893016363,0.051401406,0.002642105,25.67237903,0.242606039,1
285,3.522177419,0.853230886,0.059347524,0.003522129,21.09879032,0.269734103,1
286,4.659274194,0.91517356,0.050724781,0.002573003,40.27620968,0.222112096,1
287,4.196572581,0.912046063,0.055489351,0.003079068,31.80544355,0.245429346,1
288,2.840725806,0.8562979,0.074576338,0.00556163,14.21169355,0.316856756,1
289,2.836693548,0.822705683,0.076593005,0.005866488,15.21370968,0.329696352,1
290,4.517137097,0.922358699,0.048192443,0.002322512,38.30947581,0.243441553,1
291,3.418346774,0.918159826,0.071148934,0.005062171,23.75705645,0.297061336,1
292,2.848790323,0.906049647,0.066337232,0.004400628,14.19354839,0.314474758,1
293,4.521169355,0.919699845,0.047120951,0.002220384,37.51108871,0.220916835,1
294,4.772177419,0.922788007,0.04046723,0.001637597,40.25,0.210491985,1
295,2.782258065,0.889831926,0.070069549,0.004909742,14.28024194,0.33448489,1
296,3.346774194,0.9345337,0.0571449,0.00326554,24.3891129,0.300000706,1
297,3.340725806,0.882911414,0.058232634,0.00339104,19.77217742,0.284734084,1
298,3.098790323,0.89987075,0.072580645,0.00526795,16.91935484,0.300632639,1
299,3.708669355,0.917591023,0.051564249,0.002658872,26.48689516,0.285305871,1
300,4.058467742,0.88363086,0.053560394,0.002868716,30.02016129,0.250188707,1
301,3.950604839,0.887213849,0.057882569,0.003350392,29.71875,0.266542398,1
302,3.298387097,0.854766102,0.072751954,0.005292847,22.72177419,0.315607165,1
303,3.210685484,0.872647217,0.062791982,0.003942833,17.64616935,0.280654297,1
304,4.058467742,0.891112205,0.048836538,0.002385007,27.72782258,0.242544833,1
305,3.714717742,0.914042344,0.048706314,0.002372305,23.16633065,0.242692488,1
306,3.262096774,0.869838661,0.06988076,0.004883321,19.53427419,0.302406869,1
307,3.55141129,0.90713934,0.062658326,0.003926066,22.32560484,0.264835208,1
308,3.540322581,0.907882538,0.069778893,0.004869094,28.4516129,0.292557679,1
309,5.869959677,0.838645436,0.038339597,0.001469925,59.76108871,0.16565052,1
310,7.82358871,0.640556647,0.036597046,0.001339344,102.4889113,0.127715717,1
311,8.566532258,0.764362708,0.032974652,0.001087328,118.4979839,0.112940306,1
312,7.641129032,0.79934088,0.033143714,0.001098506,94.32459677,0.121250445,1
313,8.109879032,0.842039391,0.030601027,0.000936423,105.6945565,0.107496889,1
314,6.260080645,0.747606297,0.040404403,0.001632516,63.5625,0.15851652,1
315,7.734879032,0.749365475,0.035195746,0.001238741,104.2006048,0.137128946,1
316,8.04233871,0.853233856,0.031533251,0.000994346,108.4153226,0.118627359,1
317,7.928427419,0.860102865,0.031266255,0.000977579,107.8981855,0.123541185,1
318,7.48891129,0.855591628,0.033418517,0.001116797,98.56955645,0.135939391,1
319,8.503024194,0.860546761,0.030717034,0.000943536,124.7207661,0.115447426,1
320,7.27016129,0.867086617,0.032633899,0.001064971,92.44354839,0.147950466,1
321,6.08266129,0.913308726,0.032928393,0.001084279,68.80443548,0.162441136,1
322,9.241935484,0.8450352,0.02991252,0.000894759,154.4274194,0.120578061,1
323,8.058467742,0.914016212,0.029870025,0.000892218,114.4637097,0.126732473,1
324,6.360887097,0.822809951,0.036199202,0.001310382,75.59274194,0.158568072,1
325,8.004032258,0.802664624,0.032123902,0.001031945,109.3951613,0.132491406,1
326,8.030241935,0.828131675,0.031613713,0.000999427,112.4032258,0.132762008,1
327,8.181451613,0.803251913,0.032587157,0.001061923,112.9354839,0.127542437,1
328,6.185483871,0.801874594,0.038200192,0.001459255,65.53629032,0.162359759,1
329,6.558467742,0.861116557,0.035418803,0.001254492,69.73991935,0.146946589,1
330,5.163306452,0.893691231,0.03999997,0.001599998,44.34072581,0.180062784,1
331,6.764112903,0.871572657,0.034311235,0.001177261,78.73790323,0.150858675,1
332,8.79233871,0.810270402,0.031086984,0.000966401,125.0645161,0.111520833,1
333,8.32358871,0.856459702,0.030824365,0.000950141,113.1945565,0.10916897,1
334,5.892137097,0.908136028,0.034730712,0.001206222,65.8921371,0.18396296,1
335,7.492943548,0.808416751,0.035576252,0.00126567,101.2913306,0.146707453,1
336,6.58266129,0.877220969,0.03452529,0.001191996,75.63306452,0.164478335,1
337,5.846774194,0.914989838,0.039923682,0.0015939,65.26008065,0.189504482,1
338,7.043346774,0.89852347,0.032889795,0.001081739,83.34375,0.131670716,1
339,6.956653226,0.836933979,0.034296423,0.001176245,84.39616935,0.14925127,1
340,7.851814516,0.90372548,0.03181398,0.001012129,108.7731855,0.144080662,1
341,6.358870968,0.909077434,0.033380485,0.001114257,66.90524194,0.160130165,1
342,9.449596774,0.783855354,0.031217465,0.00097453,152.3185484,0.099060464,1
343,7.226814516,0.852021649,0.031973289,0.001022291,89.40826613,0.137461435,1
344,7.84375,0.847949375,0.031605676,0.000998919,103.1481855,0.134213918,1
345,9.57358871,0.732726388,0.031078811,0.000965892,157.2590726,0.110049158,1
346,7.280241935,0.843703643,0.034562062,0.001194536,92.73790323,0.139303974,1
347,8.641129032,0.811339265,0.031917621,0.001018735,126.4637097,0.116705448,1
