,mean_h,mean_s,mean_v,std_h,std_s,std_v,var_h,var_s,var_v,class
1786,51.69824219,97.10351563,43.86425781,11.81968023,38.32079625,18.82257132,139.7048407,1468.483425,354.2891912,1
1787,49.69140625,91.19238281,44.99121094,13.77740466,35.90497306,23.30686345,189.8168793,1289.16709,543.2098837,1
1788,55.01367188,87.08984375,39.8359375,36.82101197,44.39398509,28.20146615,1355.786922,1970.825912,795.3226929,1
1789,60.33984375,79.25,26.93359375,33.65556427,35.55821591,15.9422629,1132.697006,1264.386719,254.1557465,1
1790,34.54589844,107.2666016,50.65332031,11.90464403,40.80084799,21.68430111,141.7205496,1664.709197,470.2089148,1
1791,42.73828125,91.38183594,34.46386719,11.87178655,38.11902748,19.26061657,140.9393158,1453.060256,370.9713507,1
1792,45.54785156,120.2714844,49.27636719,10.15137649,34.54487185,18.70726349,103.0504446,1193.348171,349.9617071,1
1793,42.10253906,92.39550781,32.11132813,15.68507929,40.3863038,21.3119343,246.0217123,1631.053535,454.1985435,1
1794,52.66699219,92.55175781,33.44042969,12.0671722,39.91205245,14.58763811,145.6166449,1592.971931,212.7991858,1
1795,36.00292969,88.0546875,34.34570313,23.92054293,37.39820738,18.60085529,572.1923742,1398.625916,345.9918175,1
1796,46.00488281,117.4042969,39.765625,8.794805795,56.44015274,24.01683471,77.34860897,3185.490841,576.8083496,1
1797,53.18066406,101.4902344,44.98925781,9.972108425,42.28345456,18.73173282,99.44294643,1787.89053,350.8778143,1
1798,41.67578125,89.99316406,29.23535156,29.09078528,49.5292976,17.66104139,846.2737885,2453.15132,311.9123831,1
1799,41.72167969,114.1337891,71.09375,8.058240076,37.66726591,27.12264175,64.93523312,1418.822921,735.6376953,1
1800,45.30566406,108.6699219,55.02929688,13.03987751,38.88831707,24.35269655,170.0384054,1512.301205,593.0538292,1
1801,36.67871094,97.66796875,54.15039063,10.94086091,52.84838933,25.42303873,119.7024374,2792.952255,646.3308983,1
1802,38.51855469,95.91210938,48.76074219,10.43308512,40.76818624,25.29305545,108.8492651,1662.04501,639.7386541,1
1803,36.22851563,99.109375,46.77050781,7.19514046,35.46000374,26.52624491,51.77004623,1257.411865,703.6416693,1
1804,41.79882813,100.9433594,74.68261719,4.198278874,30.48047394,20.12349205,17.6255455,929.0592918,404.9549322,1
1805,45.00097656,102.4853516,76.50878906,4.278283532,24.35230875,20.6530567,18.30370998,593.0349417,426.5487509,1
1806,29.82128906,114.7724609,92.00195313,9.675713389,24.15816987,18.52226268,93.61942959,583.6171713,343.0742149,1
1807,45.2109375,100.9960938,59.86621094,4.633273586,28.80656773,18.86171591,21.46722412,829.8183441,355.764327,1
1808,37.62402344,88.12304688,52.21386719,10.42140643,35.66059757,22.29656651,108.6057119,1271.678219,497.136878,1
1809,29.62011719,88.18164063,45.984375,9.257451896,27.88193956,19.8658526,85.70041561,777.4025536,394.6520996,1
1810,39.68945313,84.76660156,73.82617188,7.002737055,21.6618909,17.74353587,49.03832626,469.2375174,314.833065,1
1811,35.25,78.94628906,69.89355469,6.690857802,14.60495575,13.53977782,44.76757813,213.3047323,183.3255835,1
1812,29.65527344,91.14746094,53.43066406,3.899783588,20.5716814,10.17537033,15.20831203,423.1940756,103.5381613,1
1813,35.21972656,89.09179688,66.15820313,10.05752796,26.61042315,18.08244927,101.1538687,708.1146202,326.9749718,1
1814,45.44042969,88.81835938,61.65039063,11.24480636,29.23029877,15.96024235,126.4456701,854.4103661,254.7293358,1
1815,50.33300781,85.68359375,44.30078125,7.379860973,33.02472269,19.7086533,54.46234798,1090.632309,388.431015,1
1816,49.54980469,102.0634766,53.47070313,5.642633815,38.38824174,22.84721505,31.83931637,1473.657104,521.9952354,1
1817,50.65136719,106.6054688,48.1640625,7.113651742,43.03203986,20.31356818,50.6040411,1851.756454,412.6410522,1
1818,48.25488281,113.8359375,64.22851563,13.50421215,36.86531172,19.7868655,182.3637457,1359.051208,391.5200462,1
1819,54.375,109.9580078,56.58496094,4.854725469,32.78846135,20.72171002,23.56835938,1075.083198,429.389266,1
1820,53.5,106.8027344,49.78320313,6.133922073,39.14608747,21.18348669,37.625,1532.416164,448.7401085,1
1821,42.00195313,100.6972656,41.15429688,11.7956227,40.88785339,19.69944135,139.1367149,1671.816555,388.0679893,1
1822,49.76464844,112.4707031,48.71582031,8.40969262,40.43113746,19.1723348,70.72292995,1634.676876,367.5784216,1
1823,50.75097656,108.4150391,56.61328125,5.845462569,41.65397134,21.39666435,34.16943264,1735.053329,457.8172455,1
1824,52.59082031,98.83984375,48.06347656,5.399069808,44.89631865,18.66964223,29.1499548,2015.679428,348.555541,1
1825,34.74316406,61.37988281,42.21582031,22.88548795,34.38541356,18.75690768,523.7455587,1182.356666,351.8215857,1
1826,54.2734375,66.39648438,45.8984375,27.42798521,33.19463535,20.77106041,752.2943726,1101.883816,431.4369507,1
1827,31.06738281,87.87304688,72.0625,11.95835672,28.44174927,25.82456588,143.0022955,808.9331017,666.9082031,1
1828,44.50878906,100.0351563,57.91894531,6.725935177,39.60632365,21.02031831,45.238204,1568.660873,441.8537817,1
1829,34.36621094,90.8515625,51.3515625,12.77118609,35.1880195,19.07016848,163.1031942,1238.196716,363.6713257,1
1830,36.24511719,79.45507813,69.0546875,5.929392128,17.53422807,14.83367874,35.157691,307.4491539,220.0380249,1
1831,35.2421875,99.71191406,75.33886719,6.447954004,27.01999431,13.85927505,41.57611084,730.0800924,192.079505,1
1832,37.79101563,93.06738281,57.65039063,6.482946179,23.82029791,16.73375028,42.02859116,567.4065924,280.0183983,1
1833,44.08691406,101.2929688,77.69335938,3.942613823,22.23744619,17.36993279,15.54420376,494.5040131,301.7145653,1
1834,43.49804688,107.1748047,63.75976563,8.030216136,32.71893968,22.29737106,64.48437119,1070.529014,497.1727562,1
1835,43.86328125,107.0058594,63.87695313,10.86902042,39.32032371,29.6304138,118.1356049,1546.087856,877.961422,1
1836,45.66796875,107.3212891,56.22070313,8.851372012,34.79012544,20.60795037,78.3467865,1210.352828,424.6876183,1
1837,44.94042969,92.70507813,64.88574219,4.788226753,37.36053406,19.81352599,22.92711544,1395.809505,392.5758123,1
1838,38.84570313,112.0957031,55.90136719,9.683346947,41.13213062,28.47910826,93.7672081,1691.852169,811.0596075,1
1839,51.85058594,89.18164063,70.2734375,4.442574085,27.54339997,20.11319135,19.7364645,758.6388817,404.5404663,1
