,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_bhuman,std_r,std_g,std_b,std_h,std_s,std_v,std_l,std_a,std_bhuman,var_r,var_g,var_b,var_h,var_s,var_v,var_l,var_a,var_bhuman,dissimilarity,correlation,energy,ASM,contrast,homogeneity,class
3505,43.00390625,60.7548828125,37.3017578125,52.62890625,100.8515625,60.77734375,59.740234375,115.55859375,140.1142578125,14.269791093993316,16.92554570026893,13.160582601469253,5.969239539397874,29.447839172570774,16.88145809221869,18.573883881543686,3.654043722023717,3.9060789757482777,203.62693786621094,286.4740972518921,173.20093441009521,35.63182067871094,867.1752319335938,284.98362731933594,344.98916244506836,13.352035522460938,15.257452964782715,7.83467741935484,0.7845487484836503,0.03322792283034176,0.001104094855619147,102.39919354838712,0.12926635278928592,1
3506,40.3173828125,58.7939453125,35.32421875,53.8896484375,107.4482421875,58.7939453125,57.357421875,115.15234375,140.0556640625,14.83015333156841,17.10290324121198,14.063970734723123,3.4771197268937706,31.521899270647467,17.10290324121198,18.950005761299163,3.1011959599219034,3.3062776387723396,219.9334478378296,292.5092992782593,197.79527282714844,12.090361595153809,993.6301336288452,292.5092992782593,359.1027183532715,9.617416381835938,10.931471824645996,7.9929435483871,0.7994679595364054,0.03260274521934725,0.00106293899583767,102.13205645161294,0.11431069755339493,1
3507,37.080078125,41.8369140625,30.701171875,34.7216796875,80.4853515625,43.962890625,41.015625,123.76171875,134.349609375,13.806610508879306,20.287671475910923,14.832547041951662,18.74993954966655,29.840130347793036,19.11536189545694,21.652343397641165,6.5136469850536445,3.4534911915208513,190.62249374389648,411.58961391448975,220.00445175170898,351.5602331161499,890.4333791732788,365.3970603942871,468.823974609375,42.42759704589844,11.92660140991211,7.1532258064516165,0.842143333714646,0.0363113178514675,0.0013185118041103027,92.13306451612907,0.14512442769327688,1
3508,37.6728515625,50.8193359375,32.8369140625,51.1943359375,96.318359375,51.162109375,49.1240234375,118.587890625,137.361328125,17.586821606314807,23.162755857928932,17.42785812756375,20.360336152207704,32.623356861815274,22.718193120834613,25.23741272395906,5.269132719246794,4.204293354546515,309.2962942123413,536.513258934021,303.73023891448975,414.543288230896,1064.2834129333496,516.1162986755371,636.9270009994507,27.76375961303711,17.676082611083984,5.571572580645162,0.9333085777314976,0.03649277088689104,0.001331722327003122,55.87600806451614,0.17732172180156752,1
3509,37.7177734375,46.8037109375,29.2939453125,43.5283203125,102.2509765625,47.0068359375,45.5712890625,120.265625,137.7783203125,13.444962917573237,17.314235751728773,13.861216494801576,9.219606883425122,29.250676057615756,17.037956023462982,19.097068960172077,3.9262923330255224,2.6605991437362193,180.76702785491943,299.78275966644287,192.13332271575928,85.0011510848999,855.6020498275757,290.2919454574585,364.69804286956787,15.415771484375,7.078787803649902,6.32459677419355,0.8567769189676328,0.03614301419757573,0.0013063174752861605,69.77217741935485,0.15864795645948834,1
3510,46.767578125,64.7734375,43.0185546875,54.892578125,93.826171875,64.7734375,64.265625,115.865234375,138.951171875,16.504931897678993,18.550065213728868,16.65782261164621,6.624423883687659,29.571600386315904,18.550065213728868,20.53164835039737,3.268786200766021,2.8554974722820163,272.4127769470215,344.10491943359375,277.4830541610718,43.882991790771484,874.479549407959,344.10491943359375,421.548583984375,10.68496322631836,8.153865814208984,9.446572580645162,0.7676987151187632,0.030467905765539142,0.0009282932817377734,141.5030241935484,0.09717620150560158,1
3511,39.568359375,50.85546875,33.8291015625,49.3095703125,90.6591796875,50.8798828125,49.8115234375,119.404296875,136.9990234375,16.185726701969536,18.531345103439563,15.398264055131671,7.357026974880455,32.607155885665456,18.49213899671336,20.98768761138035,3.3724847533925537,3.278272313098118,261.9777488708496,343.41075134277344,237.10653591156006,54.12584590911865,1063.2266149520874,341.9592046737671,440.4830312728882,11.373653411865234,10.747069358825684,6.63709677419355,0.868478736574666,0.033418517044860443,0.0011167972814776278,79.34072580645162,0.1528953082904691,1
3512,35.2294921875,47.201171875,34.6357421875,57.703125,82.5517578125,47.201171875,45.623046875,119.974609375,134.3251953125,16.322765847073114,18.491038755346032,16.42838185301683,9.67841055439244,34.59513684036884,18.491038755346032,20.854885895553416,3.2678804776432857,2.544661607410311,266.43268489837646,341.918514251709,269.8917303085327,93.671630859375,1196.8234930038452,341.918514251709,434.92626571655273,10.67904281616211,6.475302696228027,7.504032258064518,0.8318192522148732,0.034259365862835546,0.0011737041493236214,101.11693548387098,0.14242771347635158,1
3513,41.0166015625,59.4833984375,40.8115234375,58.9658203125,91.21875,59.490234375,58.357421875,116.13671875,137.1572265625,16.787583702713818,18.087831441693684,17.098937284898387,7.228132681506504,32.89844399340947,18.0749822339489,20.349465969117507,2.663200350780699,2.059108604601621,281.82296657562256,327.16964626312256,292.3736562728882,52.2459020614624,1082.3076171875,326.70498275756836,414.1007652282715,7.0926361083984375,4.239928245544434,9.219758064516132,0.7543870445857173,0.03162978122930895,0.0010004430606139446,149.2479838709678,0.12269373047114959,1
3514,40.0107421875,51.177734375,36.302734375,51.9833984375,78.689453125,51.177734375,50.255859375,119.96875,135.7138671875,18.060685512125715,20.611966818257383,16.979426669448923,8.075251409437515,36.095863656912655,20.611966818257383,23.04968658366583,3.700849775727191,3.6205742225661997,326.1883611679077,424.85317611694336,288.30093002319336,65.20968532562256,1302.9113731384277,424.85317611694336,531.2880516052246,13.6962890625,13.10855770111084,8.662298387096776,0.8167219048311192,0.031420256805461094,0.0009872325377211241,135.09375,0.13686191274281395,1
3515,40.689453125,57.521484375,39.59375,57.9609375,88.087890625,57.521484375,56.501953125,116.9951171875,136.8935546875,15.997535396536172,18.439870804770592,16.118306508051646,6.09450616302041,33.825033632474586,18.439870804770592,20.396125840715506,3.9984097896091253,3.5459315183667575,255.92113876342773,340.02883529663086,259.7998046875,37.14300537109375,1144.132900238037,340.02883529663086,416.00194931030273,15.98728084564209,12.573630332946777,10.094758064516132,0.6979756695448909,0.031062457536553637,0.0009648762682101979,173.7177419354839,0.10016236912293389,1
