,mean_r,mean_g,mean_b,std_r,std_g,std_b,var_r,var_g,var_b,skew_r,skew_g,skew_b,kurtosis_r,kurtosis_g,kurtosis_b,class
3490,94.0224609375,74.912109375,56.345703125,13.862060527525719,14.889701566453141,14.56282259211329,192.15672206878662,221.7032127380371,212.07580184936523,0.11416346839829422,0.28944368840972967,0.3920037253967423,0.23596585489874933,0.1741859217127142,0.468229869472236,0
3491,93.32421875,70.005859375,53.1748046875,28.273157671228525,28.11885288454571,25.17880801405674,799.3714447021484,790.6698875427246,633.972373008728,0.24671755852821636,0.47314928110224064,0.45295321888457946,-0.22718960075420203,-0.08421336584740668,-0.13093932831468846,0
3492,92.611328125,71.6416015625,53.19921875,19.592063040261586,20.060978032551095,19.251302699808356,383.848934173584,402.44283962249756,370.61265563964844,0.11827421314780306,0.521194520637531,0.4074583157802483,0.5989071433459894,0.9341108100248077,0.7150820197714784,0
3493,100.8486328125,75.001953125,56.484375,18.29504122124485,19.72080506559767,18.987551174634792,334.70853328704834,388.91015243530273,360.527099609375,0.35210627265847694,0.6766463967843459,0.6151934966104169,0.4351656307376075,0.4807019465754885,0.3987114779325309,0
3494,82.001953125,64.52734375,48.3359375,19.937646847366484,19.879697616395877,18.78903326401052,397.50976181030273,395.20237731933594,353.02777099609375,0.2596170326503332,0.3546658487407038,0.21896394981679596,1.1868793450144413,1.2657191993391432,0.6652474860941617,0
3495,94.611328125,67.9921875,48.2158203125,15.992958307442185,16.21889864756062,15.714907075933105,255.77471542358398,263.05267333984375,246.9583044052124,-0.38034587450481283,-0.4522546729392271,-0.3430218833513283,0.19277768079085744,0.2783752265782842,-0.05240779129288553,0
3496,96.154296875,79.3212890625,58.65625,28.283919437100035,28.877795046987536,26.71008631467708,799.9800987243652,833.9270467758179,713.4287109375,0.14648669580186774,0.20597498160702118,0.21875932728361666,-0.025152511390336585,-0.3737349876429663,-0.31763488733021017,0
3497,111.4501953125,110.5947265625,93.7548828125,28.06750129363323,29.792656058219396,29.332640262204357,787.784628868103,887.6023550033569,860.4037847518921,-0.561371399043474,-0.4159562576642022,-0.30468264323158956,0.7292244361869997,0.42824281822131827,0.2205516024454064,0
3498,74.4111328125,53.8935546875,40.9833984375,22.87491276208471,20.34443157126654,18.364705815793037,523.2616338729858,413.8958959579468,337.26241970062256,-0.4865956182622379,-0.41683588163448904,-0.23809388839060383,0.31032825838412625,0.044244706493074215,-0.2176751786961546,0
3499,106.1103515625,85.052734375,67.435546875,18.85114723883281,18.975805739432868,18.10197206576338,355.3657522201538,360.08120346069336,327.68139266967773,0.4407690732581683,0.3911032613350822,0.24805430302445544,0.29136313583259943,0.06624363983425896,0.03013959081970352,0
3500,89.08984375,66.3095703125,48.853515625,21.27456609370884,22.206481014202108,20.355963771776587,452.60716247558594,493.12779903411865,414.36526107788086,0.0009366704347457564,0.3295935366601356,0.2338767583905031,0.43651453446322686,0.49295027672652125,0.2561845217950829,0
3501,100.4599609375,81.802734375,62.974609375,15.378567878657432,16.341214918823916,15.433809650120805,236.50034999847412,267.03530502319336,238.2024803161621,-0.11333263800794253,0.058631879180604585,-0.21931019697707005,0.33724153037999427,0.3098871042753246,0.3379691026423255,0
3502,102.75,79.15625,59.25,20.624053008562598,22.030984040947875,20.417277839491728,425.3515625,485.3642578125,416.865234375,0.14429034757557999,0.3813341726576458,0.3271997987903166,-0.09752684434412551,-0.3479148923114703,-0.30199787711528714,0
3503,106.4931640625,88.4248046875,68.423828125,23.52039407928699,23.497053712433353,22.93677746209042,553.2089376449585,552.111533164978,526.095760345459,-0.6268979579496352,-0.5687285567916851,-0.5755803850471897,0.13677567269331714,0.06942018085779278,-0.08082063087488178,0
3504,78.583984375,53.4267578125,37.0078125,19.660367646607117,19.43299050473113,17.78242904427974,386.53005599975586,377.6411199569702,316.21478271484375,-0.1777343844693853,-0.0678642676356415,0.08636454855026246,-0.04993883933163712,-0.18382603679260479,-0.2919035983884113,0
3505,99.8251953125,81.4384765625,63.63671875,22.11611999501106,22.32471050745425,21.936673314529678,489.122763633728,498.3926992416382,481.21763610839844,-0.23513577104642733,-0.16032536066487232,-0.1532114020114913,-0.4464364297831147,-0.5573334173488997,-0.5741076713759985,0
3506,80.6455078125,60.591796875,45.1708984375,22.390452052191833,23.576988481011316,22.12683371579766,501.33234310150146,555.8743858337402,489.59677028656006,0.3823883725273997,0.6658980820730509,0.6839638099434451,1.0252718845411533,1.5228396721601243,1.5338165769288397,0
3507,105.62109375,89.1435546875,71.2353515625,15.60758355507703,15.756257978631753,15.48349298299737,243.59666442871094,248.25966548919678,239.7385549545288,-0.028695600980399437,-0.013477027813607184,-0.07297648834931164,0.6814486493214549,0.6247748286806947,0.62548032560544,0
3508,88.462890625,69.544921875,55.400390625,22.72179290668514,23.04127439563937,20.94836098534709,516.2798728942871,530.9003257751465,438.8338279724121,-0.11456178588521454,-0.02053158794442946,-0.1461773599305972,-0.3416543633226041,-0.36383083397060423,-0.3178775812961496,0
3509,99.6962890625,82.6162109375,64.6865234375,18.745169843960948,19.018395979761422,18.651731394357554,351.38139247894287,361.69938564300537,347.8870840072632,-0.315252679654598,-0.11385027731482168,-0.08414756440962841,0.8087764248900751,0.503539253877122,0.3642147154557178,0
3510,93.119140625,72.5048828125,54.1875,14.268952064236343,14.72229839081324,15.38046142838374,203.6029930114746,216.7460699081421,236.55859375,-0.003006604745580665,-0.04168704696467462,0.00014695219321156868,-0.09118273664797272,-0.009616600833337596,-0.25009848025589587,0
3511,105.5,87.7431640625,69.1796875,15.00390574150611,16.375997469275223,15.19074481476612,225.1171875,268.1732931137085,230.75872802734375,-0.013296902109380277,0.1160250496893579,-0.030965298478234163,0.19184073524375966,-0.34550413632589994,0.15488249178131097,0
3512,104.3935546875,85.4033203125,64.873046875,19.18048521663221,19.147465071466378,18.853037100267233,367.8910131454468,366.6254186630249,355.43700790405273,-0.22942112719966265,-0.08564810484017858,-0.005668621378243581,1.2462079819413514,0.6753385705875083,0.35818089388044205,0
3513,106.1181640625,89.0263671875,68.9775390625,19.254684447994297,19.82586024511732,18.705480569041434,370.7428731918335,393.06473445892334,349.8950033187866,-0.6515893736870032,-0.6355707807428084,-0.39474204306721283,2.5230429288032097,1.9329138370123893,1.4850417174034956,0
