,mean_r,mean_g,mean_b,std_r,std_g,std_b,var_r,var_g,var_b,class
0,55.85253906,64.17578125,40.41601563,12.84533648,12.943249,12.10463727,165.0026693,167.5276947,146.5222435,1
1,62.86425781,72.58300781,43.57714844,26.82288064,25.82057501,18.95816491,719.4669256,666.7020941,359.4120169,1
2,61.171875,71.09375,42.35742188,26.75101761,25.79541278,18.74956207,715.6169434,665.4033203,351.5460777,1
3,48.52441406,62.41894531,40.01367188,19.1082287,19.86633244,18.9351228,365.124404,394.6711645,358.5388756,1
4,53.99316406,70.62792969,42.66015625,15.50702185,18.6546859,14.54793177,240.4677267,347.9973059,211.6423187,1
5,54.18359375,64.40917969,39.32519531,22.51799377,24.97798941,18.01943151,507.0600433,623.8999548,324.6999121,1
6,40.71679688,56.21191406,35.77734375,18.41704032,21.67761425,19.21743477,339.1873741,469.9189596,369.3097992,1
7,44.25195313,56.6328125,36.88769531,22.03718883,23.46972654,20.07899645,485.6376915,550.828064,403.1660986,1
8,35.98925781,44.65820313,28.94335938,17.8399701,22.8380929,17.22293832,318.264533,521.5784874,296.6296043,1
9,46.28027344,64.6953125,38.921875,17.76293987,18.75288877,17.58544292,315.5220327,351.6708374,309.2478027,1
10,46.37890625,38.57324219,24.26269531,17.89932197,16.65301056,14.32608304,320.3857269,277.3227606,205.2366552,1
11,51.25390625,54.32324219,36.72265625,17.90845821,20.71405977,16.96449746,320.7128754,429.0722723,287.7941742,1
12,59.47167969,67.44335938,44.07714844,17.38778696,17.22911765,16.07225219,302.3351355,296.842495,258.3172903,1
13,63.06054688,68.22363281,44.60351563,19.13638974,18.37339991,16.03441816,366.2014122,337.5818243,257.1025658,1
14,24.06738281,26.19433594,21.65722656,12.25272413,14.02140966,11.20967976,150.1292486,196.5999289,125.6569204,1
15,54.66699219,56.36328125,42.55859375,25.35196469,26.00200675,22.86975871,642.7221136,676.1043549,523.0258636,1
16,46.46191406,55.92285156,36.70800781,20.45652103,25.31510221,18.7519711,418.4692526,640.8543997,351.6364202,1
17,43.7890625,53.51074219,32.54589844,20.07302191,24.51589651,17.70934613,402.9262085,601.0291815,313.6209402,1
18,39.00585938,39.81738281,26.75,18.91464083,21.11350581,15.64792069,357.7636375,445.7801275,244.8574219,1
19,44.14160156,52.7421875,34.05175781,22.12165555,25.77956316,20.82390493,489.3676443,664.5858765,433.6350164,1
20,59.57421875,78.58789063,47.921875,17.68414167,19.7439194,17.86493789,312.7288666,389.8223534,319.1560059,1
21,43.14453125,55.21972656,34.04785156,15.3003973,19.2177988,14.95575033,234.1021576,369.3237906,223.674468,1
22,57.45605469,69.25390625,41.36621094,16.72403604,17.04875776,15.42875736,279.6933813,290.660141,238.0465536,1
23,55.97363281,73.97070313,42.58203125,17.07892662,18.16399687,16.09994145,291.6897345,329.9307823,259.2081146,1
24,56.25683594,66.24511719,45.81542969,14.50637832,15.2497911,14.09884595,210.4350119,232.5561285,198.7774572,1
25,62.60742188,73.84570313,46.421875,20.57973688,23.61353932,18.92655805,423.5255699,557.5992393,358.2145996,1
26,60.91210938,65.03222656,42.70214844,22.25219639,23.35226034,20.38626403,495.160244,545.328063,415.599761,1
27,36.83789063,48.41113281,30.92578125,18.85732538,23.76335794,18.44910544,355.5987206,564.6971807,340.3694916,1
28,49.06835938,48.84082031,30.05371094,23.40383446,18.89571126,16.32542729,547.7394676,357.047904,266.5195761,1
29,37.04492188,53.50390625,33.35644531,16.90968466,19.53742363,16.82866606,285.9374352,381.7109222,283.2040014,1
30,37.27050781,51.39160156,35.49902344,16.78494691,19.40290248,17.17761076,281.7344427,376.4726248,295.0703115,1
31,26.94726563,31.41113281,23.10253906,12.61181057,18.09555564,12.49407021,159.057766,327.4491339,156.1017904,1
32,46.40429688,62.37988281,39.53808594,19.45890655,22.76620357,17.75771495,378.649044,518.300025,315.3364401,1
33,50.42578125,59.65527344,39.88964844,21.61999489,22.38724594,18.04926338,467.4241791,501.1887808,325.7759085,1
34,42.17089844,57.58496094,34.88574219,18.05577007,23.82005721,18.11221618,326.0108328,567.3951254,328.0523748,1
35,40.78417969,51.89355469,36.09082031,17.13769214,20.01536025,16.94178203,293.7004919,400.614646,287.0239782,1
36,59.02832031,58.99707031,39.16699219,21.92810916,19.53789865,18.71941371,480.8419714,381.7294836,350.4164495,1
37,47.26855469,58.890625,36.79296875,18.96128734,20.03302327,17.57478744,359.5304174,401.3220215,308.8731537,1
38,44.73730469,58.00488281,36.19824219,17.04974154,19.89849671,16.03136443,290.6936865,395.9501715,257.0046453,1
39,58.87011719,72.421875,44.61621094,27.82772978,28.62666736,21.8359511,774.3825445,819.486084,476.8087606,1
40,57.09277344,67.49707031,48.20703125,15.34404234,14.75370687,13.89308047,235.4396353,217.6718664,193.0176849,1
41,38.19921875,43.3671875,28.22167969,18.28248819,20.68948106,15.0028864,334.2493744,428.0546265,225.0866003,1
42,53.49121094,67.88476563,42.27246094,20.8008113,24.01599407,19.37699041,432.6737509,576.767971,375.4677572,1
43,67.73632813,79.24804688,48.62988281,20.328859,20.59166331,17.78129739,413.2625084,424.0165977,316.1745367,1
44,61.24023438,73.59960938,46.74414063,21.16967591,15.96345435,16.42106369,448.1551781,254.8318748,269.6513329,1
45,44.46191406,66.61914063,38.0703125,17.51507483,20.49579475,17.50532669,306.7778463,420.0776024,306.4364624,1
46,65.30566406,79.17285156,48.39355469,17.37025922,19.66974411,16.44054147,301.7259054,386.8988333,270.2914038,1
47,45.97753906,55.3046875,38.09960938,17.86637913,20.03324721,16.93051747,319.2075033,401.3309937,286.6424217,1
48,42.421875,53.98242188,34.0078125,18.1023498,20.13833224,17.98865575,327.6950684,405.5524254,323.5917358,1
49,58.65429688,71.05957031,48.3515625,21.51138918,21.83154984,17.52920101,462.7398643,476.6165686,307.2728882,1
50,51.30761719,66.60351563,42.03515625,14.30629302,14.29669663,13.67760538,204.6700201,204.3955345,187.076889,1
51,44.00683594,53.05078125,33.09277344,15.86007394,18.87803575,15.50076191,251.5419455,356.3802338,240.2736197,1
52,57.17285156,64.1640625,38.15039063,20.94473768,21.51095373,17.69817588,438.6820364,462.7211304,313.2254295,1
53,46.80175781,53.70800781,36.24414063,14.70971581,16.65275216,14.18278297,216.3757391,277.3141546,201.1513329,1
54,40.83886719,49.69726563,33.98632813,13.00932707,13.28217469,11.91612159,169.2425909,176.4161644,141.9939537,1
55,47.60546875,56.29785156,35.97460938,16.04085998,17.76892024,15.14807575,257.3091888,315.7345266,229.4641991,1
56,44.61132813,51.20800781,36.62304688,14.98473535,14.51389065,13.20520494,224.5422935,210.6530218,174.3774376,1
57,49.71777344,52.77734375,37.14355469,21.30423769,20.05775923,18.52373629,453.8705435,402.3137054,343.1288061,1
58,60.51464844,61.62109375,39.00683594,29.39696287,27.08884731,19.36231823,864.181426,733.8056488,374.8993673,1
59,54.2890625,60.41601563,39.85742188,19.21929464,20.28384463,17.71484149,369.3812866,411.4343529,313.815609,1
60,45.86523438,60.6484375,37.41308594,18.45013874,21.20398136,17.68496737,340.4076195,449.6088257,312.7580709,1
61,45.85253906,67.58984375,39.37695313,16.85828841,18.21362316,16.46778626,284.2018881,331.7360687,271.1879845,1
62,44.51953125,47.22167969,31.7890625,23.96868093,28.9780473,21.27251651,574.4976654,839.7272253,452.5199585,1
63,59.82324219,54.51269531,36.65332031,21.48870995,18.26192448,16.08406653,461.7646551,333.4978857,258.697196,1
64,26.85644531,34.97070313,25.34765625,16.12063584,21.92465616,15.30281053,259.8748999,480.6905479,234.1760101,1
65,31.50097656,36.78710938,24.80761719,18.28843339,21.11976613,16.82019749,334.4667959,446.0445213,282.9190435,1
66,36.25585938,48.25683594,29.57910156,16.27662977,20.66311469,15.05781802,264.9286766,426.9643087,226.7378836,1
67,33.59667969,29.42089844,21.86230469,15.88313118,14.7637513,13.11456374,252.2738562,217.9683523,171.9917822,1
68,41.27832031,56.83105469,32.72753906,18.15583796,20.53174401,17.22991877,329.6344519,421.5525122,296.870101,1
69,60.07324219,64.11230469,40.66308594,23.44090614,25.52365793,20.32924225,549.4760809,651.4571142,413.2780905,1
70,46.27734375,55.99023438,34.3203125,18.74831332,22.08682933,17.46349254,351.4992523,487.8280296,304.9735718,1
71,45.27050781,60.62011719,34.82421875,21.06268707,23.72986864,18.84466621,443.6367865,563.1066656,355.1214447,1
72,23.71679688,25.49023438,19.91113281,7.884782558,9.64911257,7.087133002,62.16979599,93.10537338,50.22745419,1
73,49.36230469,55.31542969,32.22558594,17.85227426,18.1254611,15.66242049,318.7036963,328.53234,245.3114157,1
74,37.76855469,50.46386719,29.0078125,18.32263338,20.56517515,16.26279357,335.718894,422.9264288,264.4784546,1
75,43.671875,55.28222656,35.65527344,18.00948508,22.06270885,18.677655,324.3415527,486.7631216,348.8547964,1
76,48.1484375,59.13476563,37.48046875,18.88119304,20.80464854,17.57621821,356.4994507,432.8334007,308.9234467,1
77,48.37402344,62.62890625,36.52929688,22.11846101,26.16031899,20.62052795,489.2263174,684.3622894,425.2061729,1
78,103.0927734,89.40429688,46.875,29.93884043,23.30622865,18.42722171,896.3341665,543.180294,339.5625,1
79,90.05175781,98.65429688,50.94238281,28.76854458,27.36682279,19.60876121,827.6291571,748.9429893,384.5035162,1
80,51.29394531,59.1796875,33.37695313,23.17609479,21.10138606,15.55171866,537.1313696,445.2684937,241.8559532,1
81,73.42089844,67.80078125,45.88964844,26.54759863,22.47823077,19.024566,704.7749929,505.2708588,361.9341116,1
82,47.13378906,56.89941406,34.49316406,18.77895345,21.62090459,17.33104693,352.6490927,467.4635153,300.3651876,1
83,56.31445313,66.25390625,40.74023438,20.37789344,23.60105401,18.50377132,415.2585411,557.0097504,342.3895531,1
84,69.62011719,76.54296875,44.61914063,23.56832706,21.72893442,17.69024561,555.4660406,472.1465912,312.9447899,1
85,59.99804688,64.45507813,41.64550781,28.79147817,26.99775623,22.3453959,828.9492149,728.8788414,499.3167181,1
86,48.14648438,54.2265625,42.28320313,19.22360272,23.10082008,19.30501147,369.5469017,533.6478882,372.6834679,1
87,47.32519531,68.20019531,41.86914063,15.76712579,16.84145856,15.77591076,248.6022558,283.6347265,248.8793602,1
88,50.74316406,64.81542969,42.20214844,24.60392206,28.06525105,20.83747458,605.3529806,787.6583166,434.2003469,1
89,44.02539063,59.25097656,36.70605469,21.74841364,25.35194648,21.03968819,472.9934959,642.7211905,442.668479,1
90,38.24414063,53.36425781,29.66503906,17.06653354,20.05955809,16.12718337,291.2665672,402.3858709,260.0860434,1
91,45.50585938,44.44824219,27.35742188,24.53827457,23.29144611,17.39081968,602.1269188,542.4914618,302.440609,1
92,50.74902344,60.45703125,38.11328125,19.47315106,19.27175388,17.29508543,379.2036123,371.4004974,299.1199799,1
93,55.39648438,73.12792969,46.28613281,18.07852412,22.01389479,15.442154,326.8330345,484.6115637,238.4601202,1
94,57.54394531,65.6875,35.75976563,20.37169314,18.87603474,15.95938762,415.0058813,356.3046875,254.7020531,1
95,41.70800781,53.13378906,33.27050781,16.86045943,21.2056677,16.84552024,284.2750921,449.6803427,283.7715521,1
96,51.24023438,62.29394531,37.41308594,19.87389203,22.82787415,17.70229794,394.9715843,521.1118383,313.3713522,1
97,74.69140625,76.86523438,46.73632813,28.31447434,27.47273866,21.80965259,801.7094574,754.7513695,475.6609459,1
98,48.84082031,65.52636719,39.68261719,16.9058472,23.07992414,15.80452648,285.8076696,532.6828985,249.7830572,1
99,47.49511719,62.45996094,38.36425781,18.03414664,21.50641162,16.81253287,325.2304449,462.5257406,282.6612616,1
100,62.38964844,80.31933594,49.5,15.6669914,15.28743411,13.48885535,245.4546194,233.7056417,181.9492188,1
101,60.20605469,75.16015625,46.859375,16.65175017,16.55211155,15.44356378,277.2807837,273.9723969,238.5036621,1
102,49.11230469,65.78515625,37.21679688,14.78789111,15.71861749,13.36944508,218.6817236,247.0749359,178.7420616,1
103,51.12109375,68.60058594,42.84472656,18.24842096,20.07596996,16.93900799,333.0048676,403.04457,286.9299917,1
104,34.46972656,40.77832031,28.32519531,15.16333795,18.2362073,15.32208597,229.9268179,332.5592566,234.7663183,1
105,45.00683594,61.11132813,37.02441406,21.23466708,26.05506692,19.39878554,450.9110861,678.8665123,376.3128805,1
106,49.87304688,66.09765625,38.98925781,19.14264648,21.73015066,18.43238493,366.4409142,472.1994476,339.7528143,1
107,62.88574219,82.09472656,48.77734375,18.19935266,19.60732214,16.73749634,331.2164373,384.4470816,280.1437836,1
108,53.46582031,72.19042969,46.45800781,16.25453073,16.39526019,16.06475526,264.2097692,268.8045568,258.0763617,1
109,70.40722656,71.98925781,52.30566406,14.9457086,17.0776856,14.44660587,223.3742056,291.6473455,208.704421,1
110,32.84765625,82.18457031,72.66894531,15.81905232,11.17256843,9.879487334,250.2424164,124.8262854,97.60426998,1
111,34.63183594,80.82910156,71.98925781,14.89088576,8.450400599,8.301383652,221.7384787,71.40927029,68.91297054,1
112,43.63769531,83.03808594,76.94921875,21.55254718,13.26368377,12.21124927,464.51229,175.9253073,149.1146088,1
113,43.65527344,86.83203125,79.12988281,28.9205085,16.87555292,16.48589968,836.395812,284.7842865,271.7848883,1
114,32.31738281,78.86035156,72.71386719,18.08842891,10.73586599,10.66202937,327.1912603,115.2588186,113.6788702,1
115,19.703125,71.0078125,66.63085938,7.952725923,5.317087863,4.966731591,63.24584961,28.27142334,24.6684227,1
116,17.13378906,72.03027344,65.61328125,7.374912003,5.35352373,4.784706612,54.38932705,28.66021633,22.89341736,1
117,17.14648438,71.86035156,66.23242188,5.750172156,4.320760914,3.809256252,33.06447983,18.66897488,14.5104332,1
118,19.32324219,71.51074219,66.81054688,6.117342697,3.675813292,3.457222695,37.42188168,13.51160336,11.95238876,1
119,20.19335938,74.34277344,66.17675781,8.284003955,5.160574562,4.978764165,68.62472153,26.63152981,24.78809261,1
120,18.16308594,75.55859375,65.1171875,5.933367365,4.840874588,3.684047311,35.20484829,23.43406677,13.57220459,1
121,28.0078125,46.62890625,45.92675781,11.49184228,13.55547717,12.32389649,132.062439,183.7509613,151.8784246,1
122,27.14453125,48.33691406,46.125,11.36995979,14.90499748,13.12038609,129.2759857,222.1589499,172.1445313,1
123,29.18652344,43.98242188,46.18359375,13.4254806,16.58476344,14.30067348,180.2435293,275.0543785,204.5092621,1
124,44.45214844,77.14746094,50.05078125,14.12630163,19.04196469,10.67521952,199.5523977,362.5964193,113.9603119,1
125,29.39746094,46.69335938,39.52441406,10.34838611,14.4064098,12.17561077,107.0890951,207.5446434,148.2454977,1
126,27.97070313,57.34960938,41.93261719,9.328065907,14.68273991,11.48165787,87.01281357,215.5828514,131.8284674,1
127,26.81640625,67.6953125,40.50390625,10.43785012,18.4743524,13.27724147,108.9487152,341.3016968,176.285141,1
128,26.19433594,49.20800781,41.04394531,11.31346367,17.10539178,12.86972823,127.9944601,292.5944281,165.6299047,1
129,26.30859375,52.90625,37.81640625,11.48132333,18.38161552,14.19415745,131.8207855,337.8837891,201.4741058,1
130,32.32421875,69.56152344,42.68945313,9.341103271,12.29409014,9.713535885,87.25621033,151.1446524,94.35277939,1
131,23.6875,46.71484375,37.89355469,10.01882993,14.36061557,13.42257156,100.3769531,206.2272797,180.1654272,1
132,27.14355469,58.23242188,37.49902344,11.11700456,19.746407,13.61947992,123.5877905,389.9205894,185.4902334,1
133,22.10058594,48.62695313,36.1875,8.93502149,15.15697473,11.82481171,79.83460903,229.7338829,139.8261719,1
134,25.78320313,44.37988281,36.25097656,9.746587498,14.55341809,11.45415876,94.99596786,211.8019781,131.197753,1
135,23.4375,54.76855469,36.18457031,10.11187421,17.39730323,12.24298732,102.25,302.6661596,149.8907385,1
136,23.65136719,53.67089844,36.66992188,10.56908717,21.3707071,13.1104247,111.7056036,456.7071218,171.8832359,1
137,22.83007813,45.80175781,36.81445313,10.71890641,18.50740869,13.55575675,114.8949547,342.5241766,183.7585411,1
138,20.40234375,34.93164063,37.44042969,7.37925158,10.71629959,8.236279204,54.45335388,114.839077,67.83629513,1
139,18.47460938,49.82714844,32.20898438,9.554906086,17.02601425,13.05462073,91.29623032,289.8851614,170.4231224,1
140,18.06347656,37.94726563,32.71582031,10.63624745,15.36906492,13.3955123,113.1297598,236.2081566,179.4397497,1
141,37.19726563,51.49121094,39.03320313,34.35044794,23.49422138,19.39124498,1179.953274,551.9784384,376.0203819,1
142,17.59667969,34.15039063,33.84375,10.03715893,14.94550125,13.42437586,100.7445593,223.3680077,180.2138672,1
143,18.72167969,43.40234375,38.03125,9.373628999,16.05928453,12.16339764,87.86492062,257.9006195,147.9482422,1
144,26.00097656,68.54980469,39.42480469,6.612532418,9.455666495,7.285487632,43.72558498,89.40962887,53.07833004,1
145,33.06835938,75.24121094,49.15917969,7.744151955,12.4088639,8.030888471,59.9718895,153.9799032,64.49516964,1
146,35.046875,68.93457031,48.02539063,7.038659291,10.94279409,7.601612432,49.54272461,119.7447424,57.78451157,1
147,31.75488281,60.69433594,43.89257813,12.83395595,13.56189973,9.949687083,164.7104254,183.9251242,98.99627304,1
148,41.37792969,72.83789063,45.79394531,12.76839747,14.24640476,9.353387717,163.0319738,202.9600487,87.48586178,1
149,26.12792969,53.86132813,37.6875,11.75964702,16.83700319,14.63467896,138.2892981,283.4846764,214.1738281,1
150,32.75,52.94921875,39.76660156,13.00533244,15.52075725,13.61098827,169.1386719,240.8939056,185.2590017,1
151,31.73242188,59.55566406,39.29296875,12.09115297,16.27926533,12.29313632,146.1959801,265.0144796,151.1212006,1
152,46.21777344,63.65039063,47.46972656,18.97671364,18.41695995,11.64065904,360.1156607,339.1844139,135.5049429,1
153,31.64648438,56.34863281,50.32519531,9.495065914,12.61797987,10.33825902,90.1562767,159.2134161,106.8795996,1
154,34.65527344,63.65039063,50.55761719,10.99330902,21.02859938,12.41457532,120.8528433,442.201992,154.1216803,1
155,38.9375,61.75878906,51.16796875,7.774909565,9.870223375,7.210635955,60.44921875,97.42130947,51.99327087,1
156,25.00585938,40.81152344,32.98730469,13.27400408,18.04385456,14.21530985,176.1991844,325.5806875,202.0750341,1
157,20.25585938,39.42773438,35.96875,11.27795852,16.4830243,15.07743684,127.1923485,271.6900902,227.3291016,1
158,18.52148438,33.90820313,35.69140625,11.0134651,15.27339941,13.56258944,121.2964134,233.2767296,183.9438324,1
159,20.25,41.3828125,38.28320313,10.25133375,15.31428362,13.74353083,105.0898438,234.5272827,188.8846397,1
160,27.35253906,58.42089844,39.54492188,10.05675949,15.83297812,10.97386515,101.1384115,250.6831961,120.4257164,1
161,23.92480469,42.51855469,36.91992188,11.98783604,16.4913462,12.98276478,143.7082129,271.9644995,168.5521812,1
162,19.45214844,36.34277344,39.81933594,9.865682673,13.8034008,12.48137586,97.3316946,190.5338736,155.7847433,1
163,20.86035156,47.67089844,35.65039063,11.27042548,17.934998,14.76385869,127.0224905,321.6641531,217.9715233,1
164,22.86523438,51.93652344,38.69628906,8.401392785,16.91594783,10.91929493,70.58340073,286.149291,119.2310019,1
165,40.48632813,56.81152344,44.46972656,17.16731225,11.93793455,9.113384169,294.71661,142.5142813,83.05377102,1
166,27.49902344,76.26757813,68.87304688,9.376354018,6.476420844,5.811113418,87.91601467,41.94402695,33.76903915,1
167,50.90234375,65.65820313,38.62597656,21.64418934,23.07097513,19.97165347,468.470932,532.2698936,398.8669424,1
168,49.68164063,64.85644531,40.1328125,21.14482739,23.89870995,18.04031773,447.1037254,571.1483374,325.453064,1
169,61.53222656,61.22265625,44.38769531,19.12834265,20.12357415,16.99859498,365.8934927,404.9582367,288.9522314,1
170,26.93945313,33.44140625,22.31152344,12.17275735,15.35404073,12.48129945,148.1760216,235.7465668,155.782836,1
171,34.1875,46.24609375,29.046875,18.26695488,22.82593749,16.76537744,333.6816406,521.0234222,281.0778809,1
172,23.65429688,25.42675781,20.68652344,15.26451733,16.60267847,13.67837788,233.0054893,275.6489325,187.0980215,1
173,23.32324219,29.54785156,20.19433594,13.6616482,18.41873132,14.07972303,186.6406317,339.2496634,198.2386007,1
174,52.13964844,52.80957031,36.53417969,26.85044355,25.28922283,20.23882803,720.9463186,639.5447912,409.6101599,1
175,48.77050781,63.80273438,42.61328125,19.94418651,20.2543917,17.68592251,397.7705755,410.2403831,312.7918549,1
176,45.39550781,56.39453125,37.91699219,18.99770801,18.86513115,17.54809085,360.9129095,355.8931732,307.9354925,1
177,24.85644531,25.60253906,19.20703125,13.88899553,12.63200739,11.13009493,192.9041967,159.5676107,123.8790131,1
178,50.82519531,59.30859375,35.01953125,21.62119976,19.29677972,17.49189571,467.4762793,372.3657074,305.9664154,1
179,38.49902344,44.24121094,28.05761719,20.993349,19.05418417,15.54132598,440.7207022,363.0619345,241.5328131,1
180,43.72558594,54.55371094,36.76855469,14.54055111,18.52993371,15.63056612,211.4276266,343.3584433,244.3145971,1
181,47.31835938,62.9765625,36.90039063,17.63082281,20.15936113,16.78389294,310.8459129,406.3998413,281.6990623,1
182,53.1484375,66.75,42.23828125,16.20195534,17.62001259,15.6702426,262.5033569,310.4648438,245.5565033,1
183,39.41699219,50.29589844,31.92089844,17.27033856,18.00339982,15.81745824,298.2645941,324.1224051,250.1919851,1
184,39.39550781,50.56542969,33.54003906,20.88339136,21.7715773,17.5065378,436.1160345,474.0015783,306.4788656,1
185,55.90625,56.33203125,39.12890625,23.0259916,23.25754056,19.36201643,530.1962891,540.9131927,374.8876801,1
186,50.36621094,64.70214844,41.54492188,18.68033074,21.27953268,17.56839129,348.9547567,452.818511,308.6483727,1
187,44.09375,47.92089844,34.89941406,17.26768229,19.38887086,16.39748693,298.1728516,375.9283133,268.8775778,1
188,58.76367188,76.94921875,49.80761719,16.038796,16.69438527,15.1061705,257.2429771,278.7024994,228.1963873,1
189,55.16699219,75.53125,49.84570313,14.74703507,16.85482011,14.78734748,217.4750433,284.0849609,218.6656456,1
190,68.76464844,61.54492188,44.86425781,20.46505883,16.97320768,13.93175792,418.8186331,288.0897789,194.0938787,1
191,70.4609375,60.1328125,33.79296875,29.56220992,25.74942994,21.32280976,873.9242554,663.0331421,454.6622162,1
192,58.07714844,72.58007813,41.17089844,19.14094784,19.0462388,17.26174568,366.3758841,362.7592125,297.967864,1
193,41.18847656,58.64550781,34.84179688,14.40522041,15.96891265,14.23794621,207.510375,255.0061712,202.7191124,1
194,60.24609375,74.73339844,45.49902344,20.58390756,23.02152139,17.98458539,423.6972504,529.990447,323.4453115,1
195,54.44335938,68.62402344,43.70507813,17.62801157,20.72396355,16.87901959,310.7467918,429.4826651,284.9013023,1
196,41.74609375,60.65820313,37.59863281,16.9265989,20.03108841,17.07931972,286.5097504,401.244503,291.7031622,1
197,63.05371094,66.28613281,45.69335938,18.55434495,20.27402999,15.51271262,344.2637167,411.0362921,240.6442528,1
198,47.65332031,62.26953125,43.29199219,13.59399887,16.0455166,13.31402919,184.7968054,257.4586029,177.2633734,1
199,90.58007813,77.48339844,43.94433594,23.25674956,18.89117989,16.86961219,540.8764,356.8766775,284.5838156,1
200,35.07324219,50.05664063,32.13085938,14.63472923,16.27752221,15.00750024,214.1752996,264.9577293,225.2250633,1
201,48.265625,63.74804688,43.7109375,20.94178478,23.12721687,18.51673751,438.5583496,534.8681602,342.8695679,1
202,66.01757813,70.66210938,44.35058594,19.10823621,20.18210768,16.76180611,365.124691,407.3174706,280.9581442,1
203,35.51367188,51.21484375,32.71679688,16.2233498,18.31742506,16.79825928,263.1970787,335.5280609,282.1815147,1
204,36.76367188,53.85058594,33.74023438,20.85081891,24.31507336,20.22555677,434.756649,591.2227926,409.0731468,1
205,47.578125,64.98339844,41.62695313,19.03752847,21.96816584,17.66085383,362.4274902,482.6003103,311.9057579,1
206,47.27050781,64.31445313,41.76269531,20.41000801,23.63799135,19.82716667,416.5684271,558.7546349,393.116538,1
207,51.68359375,63.60058594,40.13671875,20.38356521,22.53035365,18.13784188,415.4897308,507.6168356,328.981308,1
208,51.66308594,64.26464844,44.44335938,16.24737853,17.07380807,16.27896202,263.9773092,291.5149221,265.0046043,1
209,51.98632813,70.10058594,43.53125,19.74653373,24.07691613,18.81091667,389.9255943,579.6978903,353.8505859,1
210,48.91308594,56.89453125,40.05371094,16.3460283,18.50988464,15.14139239,267.1926413,342.6158295,229.2617636,1
211,59.98242188,58.41308594,40.70507813,19.42407303,18.01958203,14.94177938,377.2946129,324.7053366,223.2567711,1
212,52.84765625,59.09277344,41.5,20.62614188,21.17353399,17.45574762,425.4377289,448.3185415,304.703125,1
213,49.07226563,43.90625,34.33203125,17.32684008,16.91629785,15.23145355,300.2193871,286.1611328,231.9971771,1
214,47.79296875,64.0234375,38.60644531,21.99720573,22.56958505,18.18906773,483.8770599,509.3861694,330.842185,1
215,41.17382813,57.67382813,34.75683594,20.93962346,24.85381201,19.17045385,438.4678307,617.7119713,367.5063009,1
216,35.2578125,49.87597656,34.25488281,15.44167256,20.93958126,15.66409096,238.4452515,438.4660635,245.3637457,1
217,7.350585938,27.33300781,24.80761719,5.644163506,9.05222717,8.701264982,31.85658169,81.94281673,75.71201229,1
218,9.88671875,27.59863281,24.67089844,7.120945898,10.88200377,10.15870609,50.70787048,118.4180059,103.1993093,1
219,8.690429688,28.95703125,26.54980469,6.522561971,9.703218567,9.366634808,42.54381466,94.15245056,87.73384762,1
220,4.768554688,19.60742188,18.86035156,5.658765623,9.152259348,9.25807451,32.02162838,83.76385117,85.71194363,1
221,7.28515625,22.61425781,22.34570313,7.346657295,11.03928673,10.75443318,53.97337341,121.8658514,115.6578331,1
222,7.1484375,24.89648438,24.37207031,6.026750062,9.353153052,9.716651764,36.32171631,87.48147202,94.4133215,1
223,10.6484375,37.25585938,29.07519531,6.749525265,10.82662394,9.960822179,45.55609131,117.215786,99.21797848,1
224,8.829101563,29.71484375,25.74902344,6.599678376,11.50911385,10.40209654,43.55575466,132.4597015,108.2036123,1
225,8.217773438,28.73828125,26.61523438,5.310885465,10.37828729,10.07270457,28.20550442,107.708847,101.4593773,1
226,9.405273438,28.82421875,25.77148438,8.034885578,14.2641911,13.50392475,64.55938625,203.4671478,182.3559837,1
227,6.23828125,28.50195313,22.39453125,6.187646729,13.51756655,12.58139939,38.28697205,182.7246056,158.2916107,1
228,9.594726563,30.26074219,26.12109375,6.659023155,10.02182101,9.108235047,44.34258938,100.4368963,82.95994568,1
229,12.08203125,33.54394531,30.38183594,6.92771758,11.48368503,11.28024156,47.99327087,131.8750219,127.2438498,1
230,6.311523438,25.9453125,23.16894531,6.239493045,12.99244588,10.39295192,38.93127346,168.8036499,108.0134497,1
231,9.225585938,30.69921875,24.5,6.724843868,12.07380297,10.70803947,45.22352505,145.7767181,114.6621094,1
232,10.3671875,32.12792969,30.921875,6.219608727,10.20465586,10.25865441,38.68353271,104.1350012,105.2399902,1
233,8.171875,27.78515625,22.76171875,5.804408851,9.147485907,8.5523354,33.69116211,83.67649841,73.1424408,1
234,7.293945313,23.9140625,23.29003906,6.856404002,10.42385136,8.785467092,47.01027584,108.6566772,77.18443203,1
235,7.783203125,24.91699219,22.32128906,6.078094561,9.281510115,8.469689518,36.94323349,86.14643002,71.73564053,1
236,11.0859375,32.83300781,29.21289063,5.32429183,7.785857342,7.416566512,28.3480835,60.61957455,55.00545883,1
237,5.619140625,23.44921875,21.75390625,4.409403221,7.451363089,7.527682271,19.44283676,55.52281189,56.66600037,1
238,11.4296875,31.72851563,28.23925781,6.674266806,9.528458984,9.089635121,44.5458374,90.79153061,82.62146664,1
239,10.62597656,33.29003906,27.38574219,7.500113868,12.89996285,11.4408564,56.25170803,166.4090414,130.8931952,1
240,65.33105469,85.01464844,68.59375,16.36088288,18.8029144,14.41804019,267.6784887,353.5495901,207.8798828,1
241,91.03320313,104.9394531,78.77539063,24.13877665,21.35626569,17.85079053,582.6805382,456.0900841,318.6507225,1
