,mean_h,mean_s,mean_v,std_h,std_s,std_v,var_h,var_s,var_v,class
4997,22.9814453125,62.818359375,179.416015625,3.079139658422751,5.447029620201235,8.108202428698723,9.481101036071777,29.67013168334961,65.74294662475586,0
4998,34.044921875,68.572265625,160.857421875,1.2808435307040764,6.21070870991736,10.922363794219248,1.6405601501464844,38.57290267944336,119.29803085327148,0
4999,74.1953125,220.763671875,84.8203125,0.6591731770511828,10.191947293934264,7.817432036950737,0.43450927734375,103.87578964233398,61.11224365234375,0
5000,73.876953125,220.34765625,81.6708984375,1.2962144755219849,13.083126447139305,12.953722195726604,1.6801719665527344,171.16819763183594,167.79891872406006,0
5001,72.9033203125,216.1650390625,84.318359375,1.4735389714985154,10.623396404650874,8.291456849272606,2.1713171005249023,112.85655117034912,68.74825668334961,0
5002,73.244140625,204.18359375,89.568359375,1.1494584508474455,14.015668003522377,9.43580359565891,1.3212547302246094,196.43894958496094,89.03438949584961,0
5003,74.8203125,216.9609375,83.7021484375,0.7761945808518312,11.791500741894296,8.437508985726552,0.60247802734375,139.03948974609375,71.19155788421631,0
5004,74.5625,221.8369140625,82.80859375,0.7868548945008857,8.997382684119296,6.862238466598267,0.619140625,80.95289516448975,47.09031677246094,0
5005,67.01953125,122.021484375,97.9248046875,4.07517366565812,17.08239246041464,11.757112622896747,16.607040405273438,291.80813217163086,138.22969722747803,0
5006,61.6279296875,119.056640625,100.69921875,7.734690095282173,17.93349026513243,9.88712464595488,59.82543087005615,321.6100730895996,97.75523376464844,0
5007,78.05078125,207.2060546875,96.7490234375,0.7839698748347652,14.721686359865817,10.67472276349956,0.6146087646484375,216.72804927825928,113.94970607757568,0
5008,65.509765625,146.14453125,102.7587890625,1.2869167154747658,12.525310678493106,8.199979807666015,1.6561546325683594,156.88340759277344,67.23966884613037,0
5009,65.779296875,127.322265625,98.052734375,9.022980702385173,33.24723397129366,14.336809062190001,81.41418075561523,1105.3785667419434,205.54409408569336,0
5010,75.6552734375,184.73828125,80.392578125,3.31917245478552,29.13455213824126,21.274071467182097,11.016905784606934,848.8221282958984,452.5861167907715,0
5011,79.6865234375,213.1025390625,66.990234375,3.59094646399291,29.426952618784053,18.641296937379877,12.894896507263184,865.9455404281616,347.49795150756836,0
5012,75.259765625,197.068359375,81.7900390625,1.5312188592975073,30.394014348977493,18.531799591303166,2.3446311950683594,923.7961082458496,343.4275960922241,0
5013,77.8779296875,213.8671875,66.009765625,2.983309890257154,32.5512207177372,20.305381020374092,8.900137901306152,1059.5819702148438,412.30849838256836,0
5014,79.1591796875,196.529296875,71.412109375,3.0099207239705503,37.372662984702,21.788715763280706,9.059622764587402,1396.7159385681152,474.7481346130371,0
5015,74.671875,192.0439453125,88.904296875,2.4310310794753325,33.758433877655065,18.06008366984675,5.909912109375,1139.6318578720093,326.16662216186523,0
5016,74.7568359375,201.470703125,82.2373046875,4.198266493590955,22.40123987513002,17.74871625421936,17.625441551208496,501.81554794311523,315.0169286727905,0
5017,74.9736328125,198.8154296875,98.1494140625,1.0543289140127665,12.289720210901615,7.775923104392638,1.1116094589233398,151.03722286224365,60.464980125427246,0
5018,90.07421875,114.7900390625,110.3037109375,4.297341949059725,21.150129709229304,8.60916491908146,18.467147827148438,447.3279867172241,74.11772060394287,0
5019,84.158203125,108.6669921875,115.6396484375,5.203699395261052,18.565115670507254,13.71864430032734,27.078487396240234,344.66351985931396,188.2012014389038,0
5020,91.18359375,166.2060546875,108.84375,1.4393616935853675,13.699606605784682,6.461952950734012,2.0717620849609375,187.67922115325928,41.7568359375,0
5021,89.2236328125,186.3271484375,105.37890625,0.9711603511641833,9.047584993374823,5.758569054349434,0.9431524276733398,81.85879421234131,33.16111755371094,0
5022,87.0283203125,171.5107421875,109.98828125,2.111209551986705,10.736632397097692,6.994966059309969,4.457205772399902,115.27527523040771,48.92955017089844,0
5023,85.3466796875,151.4482421875,109.625,1.5829686531245344,22.648107520361282,9.39747306460625,2.5057897567749023,512.9367742538452,88.3125,0
5024,86.0732421875,161.779296875,112.388671875,2.1207463944258436,21.178928047840742,9.889788599792414,4.497565269470215,448.54699325561523,97.80791854858398,0
5025,89.4072265625,116.365234375,113.6328125,2.566533891125234,25.059409923745577,11.542801526919007,6.587096214294434,627.9740257263184,133.23626708984375,0
5026,88.34765625,128.4462890625,110.837890625,2.5992476328422303,15.471339615889532,7.671546571620165,6.7560882568359375,239.36234951019287,58.85262680053711,0
5027,90.2880859375,113.3642578125,106.8818359375,2.6703695774395624,19.09723095918706,6.656961680589238,7.130873680114746,364.7042303085327,44.315138816833496,0
5028,88.359375,134.705078125,109.5966796875,2.6677599890872865,12.757080356125632,6.956928644382153,7.116943359375,162.74309921264648,48.3988561630249,0
5029,89.0927734375,163.00390625,109.3369140625,2.4479317089727877,15.405330359690796,9.211319285367853,5.992369651794434,237.32420349121094,84.84840297698975,0
5030,89.87890625,157.7548828125,109.7080078125,2.3764354985378704,36.57768749185618,11.136918402320228,5.6474456787109375,1337.927222251892,124.03095149993896,0
5031,88.2666015625,140.4541015625,117.9091796875,2.496133293590821,33.86352208067606,10.764913062042694,6.230681419372559,1146.738127708435,115.8833532333374,0
5032,82.7490234375,197.310546875,131.55078125,1.4962515087964603,9.40543217446321,8.744828794187365,2.2387685775756836,88.46215438842773,76.47203063964844,0
5033,85.1240234375,167.8701171875,130.8388671875,3.7993175044276946,34.135840276643506,14.631622868951887,14.434813499450684,1165.255591392517,214.08438777923584,0
5034,85.640625,203.279296875,121.7666015625,2.1074064888803488,14.947503223970726,16.176553301982242,4.441162109375,223.42785263061523,261.68087673187256,0
5035,86.7275390625,173.15234375,103.19140625,2.323660442069069,19.145980994893836,14.379227787765966,5.399397850036621,366.56858825683594,206.76219177246094,0
5036,85.484375,179.4873046875,108.341796875,1.4203288296641028,26.411442443646287,18.752144957877224,2.017333984375,697.5642919540405,351.64294052124023,0
5037,85.2333984375,174.9951171875,116.75,2.201565887470225,23.41726158671509,18.213308578481836,4.846892356872559,548.3681402206421,331.724609375,0
5038,85.1591796875,197.76953125,120.3515625,2.276547745949424,22.53291016281016,19.39075562758176,5.182669639587402,507.73204040527344,376.00140380859375,0
5039,83.984375,185.4736328125,111.625,1.199670364881537,22.75101491739266,19.065266192739088,1.439208984375,517.6086797714233,363.484375,0
